년,월,일, 송전단실적 합계(MWh)
2015,4,19,1165248.927
2015,4,20,1346336.193
2015,4,21,1345445.844
2015,4,22,1332653.449
2015,4,23,1331380.338
2015,4,24,1314352.673
2015,4,25,1203933.523
2015,4,26,1111972.365
2015,4,27,1292912.544
2015,4,28,1316835.389
2015,4,29,1335831.593
2015,4,30,1315791.495
2015,5,1,1197840.295
2015,5,2,1143774.244
2015,5,3,1099870.224
2015,5,4,1206701.847
2015,5,5,1176497.35
2015,5,6,1267292.692
2015,5,7,1295133.468
2015,5,8,1289277.032
2015,5,9,1211728.579
2015,5,10,1100497.146
2015,5,11,1279884.064
2015,5,12,1293387.165
2015,5,13,1296433.694
2015,5,14,1320223.916
2015,5,15,1326519.835
2015,5,16,1203147.325
2015,5,17,1102554.969
2015,5,18,1281570.468
2015,5,19,1310960.139
2015,5,20,1298377.212
2015,5,21,1308128.396
2015,5,22,1314506.489
2015,5,23,1202858.055
2015,5,24,1099419.753
2015,5,25,1159259.663
2015,5,26,1310201.172
2015,5,27,1321565.743
2015,5,28,1335119.67
2015,5,29,1344954.013
2015,5,30,1230402.253
2015,5,31,1131736.083
2015,6,1,1313738.037
2015,6,2,1344459.221
2015,6,3,1333205.98
2015,6,4,1339551.351
2015,6,5,1312583.445
2015,6,6,1204891.37
2015,6,7,1120321.236
2015,6,8,1315129.781
2015,6,9,1353532.695
2015,6,10,1363334.054
2015,6,11,1359595.744
2015,6,12,1366014.338
2015,6,13,1262687.501
2015,6,14,1158019.412
2015,6,15,1352176.938
2015,6,16,1378370.053
2015,6,17,1363215.623
2015,6,18,1365421.53
2015,6,19,1360539.825
2015,6,20,1231093.211
2015,6,21,1139268.777
2015,6,22,1325591.921
2015,6,23,1369590.664
2015,6,24,1378549.17
2015,6,25,1372814.154
2015,6,26,1345993.703
2015,6,27,1243820.24
2015,6,28,1158691.568
2015,6,29,1348997.772
2015,6,30,1371269.843
2015,7,1,1357846.156
2015,7,2,1369011.344
2015,7,3,1377646.345
2015,7,4,1241530.899
2015,7,5,1166558.445
2015,7,6,1350588.263
2015,7,7,1369381.591
2015,7,8,1366814.749
2015,7,9,1393917.275
2015,7,10,1425226.521
2015,7,11,1334492.113
2015,7,12,1215553.1
2015,7,13,1361913.154
2015,7,14,1421592.117
2015,7,15,1451747.78
2015,7,16,1398157.202
2015,7,17,1363684.355
2015,7,18,1257421.464
2015,7,19,1196500.23
2015,7,20,1415338.491
2015,7,21,1468525.593
2015,7,22,1484132.43
2015,7,23,1496399.647
2015,7,24,1466253.574
2015,7,25,1333612.235
2015,7,26,1243905.685
2015,7,27,1447882.983
2015,7,28,1505677.44
2015,7,29,1495251.724
2015,7,30,1510729.291
2015,7,31,1482598.456
2015,8,1,1307388.632
2015,8,2,1236205.274
2015,8,3,1336728.027
2015,8,4,1351912.973
2015,8,5,1390977.484
2015,8,6,1468345.939
2015,8,7,1504255.433
2015,8,8,1382244.642
2015,8,9,1284619.756
2015,8,10,1478773.438
2015,8,11,1503319.441
2015,8,12,1466873.002
2015,8,13,1480039.97
2015,8,14,1416304.861
2015,8,15,1332449.389
2015,8,16,1258369.987
2015,8,17,1449495.419
2015,8,18,1502686.886
2015,8,19,1492245.793
2015,8,20,1486562.481
2015,8,21,1461176.2
2015,8,22,1334806.396
2015,8,23,1222146.347
2015,8,24,1422180.027
2015,8,25,1395667.473
2015,8,26,1380419.311
2015,8,27,1407445.359
2015,8,28,1418994.944
2015,8,29,1298932.704
2015,8,30,1204950.898
2015,8,31,1407781.671
2015,9,1,1446559.778
2015,9,2,1443140.34
2015,9,3,1439399.691
2015,9,4,1438992.222
2015,9,5,1291037.274
2015,9,6,1154747.042
2015,9,7,1337731.858
2015,9,8,1361918.661
2015,9,9,1356327.505
2015,9,10,1367826.587
2015,9,11,1375456.283
2015,9,12,1234277.252
2015,9,13,1123237.814
2015,9,14,1316968.678
2015,9,15,1353569.96
2015,9,16,1344351.346
2015,9,17,1355250.082
2015,9,18,1355379.934
2015,9,19,1253996.854
2015,9,20,1157092.458
2015,9,21,1338110.098
2015,9,22,1378250.457
2015,9,23,1361916.683
2015,9,24,1360693.79
2015,9,25,1289175.378
2015,9,26,1055274.745
2015,9,27,937890.4952
2015,9,28,967526.1822
2015,9,29,1040370.36
2015,9,30,1239052.881
2015,10,1,1322120.976
2015,10,2,1296316.006
2015,10,3,1206960.495
2015,10,4,1117087.083
2015,10,5,1279453.016
2015,10,6,1318968.074
2015,10,7,1322616.064
2015,10,8,1320115.483
2015,10,9,1247780.37
2015,10,10,1167435.39
2015,10,11,1112183.66
2015,10,12,1278248.419
2015,10,13,1317134.043
2015,10,14,1317429.575
2015,10,15,1324179.024
2015,10,16,1328341.539
2015,10,17,1218591.643
2015,10,18,1116598.788
2015,10,19,1285105.643
2015,10,20,1325743.556
2015,10,21,1330771.008
2015,10,22,1320391.957
2015,10,23,1312513.304
2015,10,24,1203330.221
2015,10,25,1104359.721
2015,10,26,1280114.496
2015,10,27,1327724.882
2015,10,28,1315744.453
2015,10,29,1331684.785
2015,10,30,1332081.013
2015,10,31,1244048.665
2015,11,1,1172395.131
2015,11,2,1319311.475
2015,11,3,1348144.89
2015,11,4,1348887.182
2015,11,5,1346516.075
2015,11,6,1357139.581
2015,11,7,1255776.561
2015,11,8,1159093.201
2015,11,9,1330608.054
2015,11,10,1361289.889
2015,11,11,1361651.678
2015,11,12,1355606.453
2015,11,13,1378948.112
2015,11,14,1265760.927
2015,11,15,1155180.652
2015,11,16,1341989.507
2015,11,17,1366115.314
2015,11,18,1386542.668
2015,11,19,1382386.65
2015,11,20,1370680.975
2015,11,21,1278972.699
2015,11,22,1168773.958
2015,11,23,1361932.633
2015,11,24,1418462.719
2015,11,25,1446415.615
2015,11,26,1499016.04
2015,11,27,1523424.613
2015,11,28,1371707.503
2015,11,29,1259192.1
2015,11,30,1445471.32
2015,12,1,1477149.25
2015,12,2,1484831.98
2015,12,3,1536105.464
2015,12,4,1542030.761
2015,12,5,1374506.802
2015,12,6,1279672.552
2015,12,7,1497151.087
2015,12,8,1507347.214
2015,12,9,1501414.351
2015,12,10,1498654.478
2015,12,11,1482724.574
2015,12,12,1349678.395
2015,12,13,1247586.97
2015,12,14,1463525.287
2015,12,15,1493245.076
2015,12,16,1526107.683
2015,12,17,1572127.135
2015,12,18,1585667.677
2015,12,19,1415692.227
2015,12,20,1307882.969
2015,12,21,1509062.279
2015,12,22,1526170.132
2015,12,23,1494157.774
2015,12,24,1489197.078
2015,12,25,1355504.665
2015,12,26,1329240.314
2015,12,27,1280421.119
2015,12,28,1542565.77
2015,12,29,1567708.882
2015,12,30,1520292.138
2015,12,31,1420304.617
2016,1,1,1220863.238
2016,1,2,1217401.351
2016,1,3,1229581.883
2016,1,4,1462773.094
2016,1,5,1567174.827
2016,1,6,1564245.475
2016,1,7,1565319.04
2016,1,8,1571343.968
2016,1,9,1429724.606
2016,1,10,1306913.208
2016,1,11,1546040.352
2016,1,12,1600001.695
2016,1,13,1607238.516
2016,1,14,1600637.324
2016,1,15,1579927.521
2016,1,16,1439336.568
2016,1,17,1320289.979
2016,1,18,1580635.892
2016,1,19,1682514.256
2016,1,20,1677671.951
2016,1,21,1669137.817
2016,1,22,1667360.144
2016,1,23,1534255.118
2016,1,24,1440413.167
2016,1,25,1669556.483
2016,1,26,1674423.02
2016,1,27,1626794.827
2016,1,28,1634072.27
2016,1,29,1603749.622
2016,1,30,1449661.737
2016,1,31,1351667.294
2016,2,1,1605449.075
2016,2,2,1639055.925
2016,2,3,1627739.677
2016,2,4,1600567.271
2016,2,5,1561853.871
2016,2,6,1369845.862
2016,2,7,1208047.831
2016,2,8,1095487.283
2016,2,9,1125096.137
2016,2,10,1211524.209
2016,2,11,1435995.401
2016,2,12,1466690.511
2016,2,13,1332899.07
2016,2,14,1292404.093
2016,2,15,1557635.594
2016,2,16,1588114.666
2016,2,17,1555410.412
2016,2,18,1538263.823
2016,2,19,1527193.933
2016,2,20,1391343.366
2016,2,21,1290425.844
2016,2,22,1507143.512
2016,2,23,1513600.183
2016,2,24,1545243.297
2016,2,25,1546844.089
2016,2,26,1515175.212
2016,2,27,1355978.773
2016,2,28,1264709.33
2016,2,29,1517256.205
2016,3,1,1433092.51
2016,3,2,1526240.48
2016,3,3,1488366.816
2016,3,4,1464166.617
2016,3,5,1321000.721
2016,3,6,1203528.596
2016,3,7,1406813.272
2016,3,8,1479439.931
2016,3,9,1493177.006
2016,3,10,1510676.905
2016,3,11,1517241.436
2016,3,12,1369823.224
2016,3,13,1250055.316
2016,3,14,1465049.715
2016,3,15,1471809.558
2016,3,16,1437819.685
2016,3,17,1428696.823
2016,3,18,1419176.891
2016,3,19,1285100.134
2016,3,20,1184456.042
2016,3,21,1372630.674
2016,3,22,1390814.648
2016,3,23,1405458.674
2016,3,24,1420870.274
2016,3,25,1423599.548
2016,3,26,1301488.167
2016,3,27,1189736.469
2016,3,28,1364728.52
2016,3,29,1390361.757
2016,3,30,1371496.798
2016,3,31,1370374.729
2016,4,1,1351596.957
2016,4,2,1237607.937
2016,4,3,1168360.049
2016,4,4,1356763.648
2016,4,5,1364018.456
2016,4,6,1369444.408
2016,4,7,1383750.041
2016,4,8,1367140.439
2016,4,9,1251662.318
2016,4,10,1152760.125
2016,4,11,1343337.941
2016,4,12,1366594.207
2016,4,13,1319973.909
2016,4,14,1357808.88
2016,4,15,1340360.253
2016,4,16,1239649.623
2016,4,17,1134939.987
2016,4,18,1304856.285
2016,4,19,1338619.033
2016,4,20,1339679.896
2016,4,21,1357396.781
2016,4,22,1337543.391
2016,4,23,1225734.813
2016,4,24,1125874.064
2016,4,25,1293802.923
2016,4,26,1326406.092
2016,4,27,1348449.857
2016,4,28,1333268.239
2016,4,29,1313755.461
2016,4,30,1204075.859
2016,5,1,1108279.626
2016,5,2,1299050.208
2016,5,3,1344690.403
2016,5,4,1311009.853
2016,5,5,1234743.644
2016,5,6,1253564.628
2016,5,7,1167174.035
2016,5,8,1111913.186
2016,5,9,1300730.836
2016,5,10,1347034.306
2016,5,11,1336380.571
2016,5,12,1332944.368
2016,5,13,1333344.19
2016,5,14,1206765.072
2016,5,15,1135591.615
2016,5,16,1280537.853
2016,5,17,1323955.628
2016,5,18,1333702.795
2016,5,19,1348348.088
2016,5,20,1343570.546
2016,5,21,1238708.446
2016,5,22,1149315.864
2016,5,23,1329065.882
2016,5,24,1356596.779
2016,5,25,1345665.986
2016,5,26,1351539.48
2016,5,27,1360298.232
2016,5,28,1240200.791
2016,5,29,1157321.6
2016,5,30,1332752.525
2016,5,31,1368343.364
2016,6,1,1360745.311
2016,6,2,1365248.845
2016,6,3,1361106.835
2016,6,4,1229364.781
2016,6,5,1143888.886
2016,6,6,1204526.951
2016,6,7,1338599.564
2016,6,8,1366658.338
2016,6,9,1377702.933
2016,6,10,1397348.369
2016,6,11,1274877.952
2016,6,12,1184622.308
2016,6,13,1357586.723
2016,6,14,1399472.604
2016,6,15,1378111.834
2016,6,16,1383092.507
2016,6,17,1384157.967
2016,6,18,1277109.217
2016,6,19,1182526.565
2016,6,20,1388344.992
2016,6,21,1429009.376
2016,6,22,1429867.866
2016,6,23,1436726.061
2016,6,24,1409364.428
2016,6,25,1251212.641
2016,6,26,1171233.318
2016,6,27,1367187.916
2016,6,28,1412864.048
2016,6,29,1417265.882
2016,6,30,1445049.652
2016,7,1,1442617.899
2016,7,2,1297110.877
2016,7,3,1192426.554
2016,7,4,1378765.715
2016,7,5,1450577.482
2016,7,6,1431714.647
2016,7,7,1441185.637
2016,7,8,1467718.786
2016,7,9,1352595.367
2016,7,10,1269952.089
2016,7,11,1478590.026
2016,7,12,1495369.358
2016,7,13,1499840.143
2016,7,14,1499200.048
2016,7,15,1475133.535
2016,7,16,1307107.223
2016,7,17,1200463.227
2016,7,18,1403696.287
2016,7,19,1478209.667
2016,7,20,1501100.304
2016,7,21,1502325.57
2016,7,22,1523297.784
2016,7,23,1398147.452
2016,7,24,1331518.117
2016,7,25,1548715.68
2016,7,26,1591131.266
2016,7,27,1582908.019
2016,7,28,1573675.934
2016,7,29,1533069.549
2016,7,30,1383209.36
2016,7,31,1310962.081
2016,8,1,1385916.755
2016,8,2,1379793.456
2016,8,3,1397106.509
2016,8,4,1481865.269
2016,8,5,1525650.617
2016,8,6,1439619.695
2016,8,7,1371791.522
2016,8,8,1595238.644
2016,8,9,1625447.285
2016,8,10,1629756.99
2016,8,11,1654029.77
2016,8,12,1658393.361
2016,8,13,1520383.901
2016,8,14,1400967.596
2016,8,15,1456614.893
2016,8,16,1616355.471
2016,8,17,1630536.714
2016,8,18,1636068.01
2016,8,19,1623527.457
2016,8,20,1480811.971
2016,8,21,1376701.37
2016,8,22,1593941.042
2016,8,23,1620897.483
2016,8,24,1596631.626
2016,8,25,1594556.98
2016,8,26,1459223.906
2016,8,27,1281879.97
2016,8,28,1168622.656
2016,8,29,1340025.374
2016,8,30,1373615.283
2016,8,31,1370044.851
2016,9,1,1442795.796
2016,9,2,1434048.376
2016,9,3,1308083.327
2016,9,4,1226080.079
2016,9,5,1449303.606
2016,9,6,1480162.071
2016,9,7,1468397.81
2016,9,8,1462418.696
2016,9,9,1461868.278
2016,9,10,1333012.098
2016,9,11,1237946.308
2016,9,12,1393856.149
2016,9,13,1354732.48
2016,9,14,1099977.738
2016,9,15,996644.1839
2016,9,16,1040444.386
2016,9,17,1075443.814
2016,9,18,1123561.119
2016,9,19,1321637.82
2016,9,20,1347917.906
2016,9,21,1337149.552
2016,9,22,1362094.473
2016,9,23,1367937.513
2016,9,24,1251166.239
2016,9,25,1158833.639
2016,9,26,1353547.098
2016,9,27,1408804.891
2016,9,28,1395629.66
2016,9,29,1370804.556
2016,9,30,1350366.25
2016,10,1,1228569.774
2016,10,2,1142706.291
2016,10,3,1232615.006
2016,10,4,1359445.129
2016,10,5,1368971.564
2016,10,6,1362362.949
2016,10,7,1363726.012
2016,10,8,1241628.13
2016,10,9,1117174.432
2016,10,10,1291849.536
2016,10,11,1359044.042
2016,10,12,1355063.941
2016,10,13,1356971.778
2016,10,14,1343142.672
2016,10,15,1235975.598
2016,10,16,1146595.554
2016,10,17,1312148.682
2016,10,18,1349270.551
2016,10,19,1351815.737
2016,10,20,1362347.588
2016,10,21,1353639.383
2016,10,22,1229805.661
2016,10,23,1141840.541
2016,10,24,1309439.188
2016,10,25,1361575.371
2016,10,26,1355211.655
2016,10,27,1357168.806
2016,10,28,1361435.295
2016,10,29,1252333.005
2016,10,30,1156447.452
2016,10,31,1372360.969
2016,11,1,1434045.137
2016,11,2,1430847.02
2016,11,3,1419414.814
2016,11,4,1397832.925
2016,11,5,1258976.592
2016,11,6,1175231.805
2016,11,7,1341691.758
2016,11,8,1414325.969
2016,11,9,1437982.262
2016,11,10,1449503.004
2016,11,11,1410022.547
2016,11,12,1279194.1
2016,11,13,1198620.199
2016,11,14,1370870.99
2016,11,15,1404876.705
2016,11,16,1428853.486
2016,11,17,1417037.708
2016,11,18,1420482.502
2016,11,19,1298616.348
2016,11,20,1202863.739
2016,11,21,1404874.606
2016,11,22,1470433.19
2016,11,23,1499973.717
2016,11,24,1533521.659
2016,11,25,1521452.688
2016,11,26,1409391.485
2016,11,27,1279552.629
2016,11,28,1490349.226
2016,11,29,1532083.387
2016,11,30,1517544.695
2016,12,1,1508869.959
2016,12,2,1522551.002
2016,12,3,1385482.334
2016,12,4,1282576.515
2016,12,5,1474571.827
2016,12,6,1545908.075
2016,12,7,1560949.95
2016,12,8,1555658.974
2016,12,9,1538572.035
2016,12,10,1428245.429
2016,12,11,1326198.938
2016,12,12,1546314.349
2016,12,13,1560983.878
2016,12,14,1593853.369
2016,12,15,1630760.441
2016,12,16,1634618.953
2016,12,17,1447451.417
2016,12,18,1311526.309
2016,12,19,1531967.43
2016,12,20,1527811.281
2016,12,21,1528064.601
2016,12,22,1527131.927
2016,12,23,1570656.871
2016,12,24,1411110.418
2016,12,25,1282761.288
2016,12,26,1534868.577
2016,12,27,1580739.962
2016,12,28,1584300.445
2016,12,29,1591844.274
2016,12,30,1544984.982
2016,12,31,1338609.176
2017,1,1,1233719.48
2017,1,2,1470724.916
2017,1,3,1538459.877
2017,1,4,1549362.047
2017,1,5,1560511.111
2017,1,6,1515019.751
2017,1,7,1390177.43
2017,1,8,1273685.708
2017,1,9,1499758.229
2017,1,10,1580619.185
2017,1,11,1609174.936
2017,1,12,1606732.284
2017,1,13,1632506.47
2017,1,14,1504084.24
2017,1,15,1387579.674
2017,1,16,1615440.803
2017,1,17,1654359.651
2017,1,18,1631802.922
2017,1,19,1624777.35
2017,1,20,1654762.544
2017,1,21,1516903.284
2017,1,22,1402048.301
2017,1,23,1669612.745
2017,1,24,1699987.638
2017,1,25,1659966.269
2017,1,26,1558499.584
2017,1,27,1249725.141
2017,1,28,1132165.073
2017,1,29,1176085.245
2017,1,30,1260477.685
2017,1,31,1545668.597
2017,2,1,1623284.26
2017,2,2,1636814.001
2017,2,3,1591884.673
2017,2,4,1442167.102
2017,2,5,1319751.791
2017,2,6,1579283.882
2017,2,7,1617865.101
2017,2,8,1617845.031
2017,2,9,1646592.283
2017,2,10,1659550.364
2017,2,11,1486765.936
2017,2,12,1349468.039
2017,2,13,1586974.576
2017,2,14,1595780.6
2017,2,15,1585737.547
2017,2,16,1555310.557
2017,2,17,1532083.589
2017,2,18,1415411.938
2017,2,19,1306149.918
2017,2,20,1525747.827
2017,2,21,1568656.401
2017,2,22,1576260.446
2017,2,23,1564687.633
2017,2,24,1561610.856
2017,2,25,1384091.847
2017,2,26,1268637.625
2017,2,27,1480971.557
2017,2,28,1496584.93
2017,3,1,1403433.608
2017,3,2,1522844.521
2017,3,3,1518642.624
2017,3,4,1355990.689
2017,3,5,1253677.41
2017,3,6,1494162.162
2017,3,7,1569590.288
2017,3,8,1573098.255
2017,3,9,1538087.203
2017,3,10,1502533.726
2017,3,11,1351250.708
2017,3,12,1239914.53
2017,3,13,1437419.382
2017,3,14,1474400.743
2017,3,15,1481006.179
2017,3,16,1480190.026
2017,3,17,1466020.982
2017,3,18,1333612.419
2017,3,19,1219939.821
2017,3,20,1438807.029
2017,3,21,1455084.752
2017,3,22,1453268.901
2017,3,23,1442985.676
2017,3,24,1440018.201
2017,3,25,1324353.204
2017,3,26,1209547.787
2017,3,27,1437976.869
2017,3,28,1457262.309
2017,3,29,1453797.295
2017,3,30,1423217.56
2017,3,31,1437936.353
2017,4,1,1287222.797
2017,4,2,1183754.732
2017,4,3,1369465.313
2017,4,4,1399952.942
2017,4,5,1427613.61
2017,4,6,1433744.257
2017,4,7,1379155.677
2017,4,8,1246798.688
2017,4,9,1157046.947
2017,4,10,1330004.038
2017,4,11,1372952.888
2017,4,12,1369718.998
2017,4,13,1372590.481
2017,4,14,1374574.017
2017,4,15,1232712.671
2017,4,16,1137042.567
2017,4,17,1347501.347
2017,4,18,1368355.385
2017,4,19,1353563.025
2017,4,20,1382026.462
2017,4,21,1356114.526
2017,4,22,1233992.25
2017,4,23,1143089.819
2017,4,24,1310147.569
2017,4,25,1364672.378
2017,4,26,1351455.223
2017,4,27,1363146.661
2017,4,28,1365722.02
2017,4,29,1243380.089
2017,4,30,1142616.769
2017,5,1,1198361.28
2017,5,2,1285077.159
2017,5,3,1260873.496
2017,5,4,1276238.141
2017,5,5,1214226.144
2017,5,6,1132409.781
2017,5,7,1109300.229
2017,5,8,1296205.843
2017,5,9,1304385.859
2017,5,10,1366103.73
2017,5,11,1369849.581
2017,5,12,1375503.562
2017,5,13,1251708.016
2017,5,14,1140114.592
2017,5,15,1308982.776
2017,5,16,1357950.504
2017,5,17,1363341.837
2017,5,18,1373387.302
2017,5,19,1366555.241
2017,5,20,1248950.646
2017,5,21,1165636.979
2017,5,22,1350175.61
2017,5,23,1390533.591
2017,5,24,1392075.914
2017,5,25,1377294.064
2017,5,26,1345085.979
2017,5,27,1234613.183
2017,5,28,1155539.048
2017,5,29,1366109.706
2017,5,30,1407795.712
2017,5,31,1404854.656
2017,6,1,1408115.884
2017,6,2,1358063.113
2017,6,3,1233151.526
2017,6,4,1146052.762
2017,6,5,1321923.262
2017,6,6,1293969.603
2017,6,7,1365617.029
2017,6,8,1380222.591
2017,6,9,1387234.046
2017,6,10,1262148.493
2017,6,11,1166831.298
2017,6,12,1347887.017
2017,6,13,1393618.284
2017,6,14,1399572.293
2017,6,15,1420931.453
2017,6,16,1435964.747
2017,6,17,1311292.225
2017,6,18,1211781.319
2017,6,19,1417929.724
2017,6,20,1474093.402
2017,6,21,1472449.426
2017,6,22,1475612.162
2017,6,23,1488422.371
2017,6,24,1340069.509
2017,6,25,1238125.47
2017,6,26,1425276.716
2017,6,27,1474115.142
2017,6,28,1489327.547
2017,6,29,1497687.659
2017,6,30,1493212.448
2017,7,1,1360492.172
2017,7,2,1289690.491
2017,7,3,1492633.867
2017,7,4,1547139.371
2017,7,5,1548348.956
2017,7,6,1570887.193
2017,7,7,1563625.774
2017,7,8,1431684.461
2017,7,9,1334577.221
2017,7,10,1532653.46
2017,7,11,1579092.04
2017,7,12,1596583.018
2017,7,13,1608568.795
2017,7,14,1616893.694
2017,7,15,1439491.934
2017,7,16,1341625.856
2017,7,17,1556821.754
2017,7,18,1593809.494
2017,7,19,1626302.753
2017,7,20,1663441.013
2017,7,21,1682220.689
2017,7,22,1545380.964
2017,7,23,1409815.671
2017,7,24,1604077.897
2017,7,25,1641968.38
2017,7,26,1597343.914
2017,7,27,1571533.17
2017,7,28,1569046.867
2017,7,29,1400914.514
2017,7,30,1309775.001
2017,7,31,1411040.544
2017,8,1,1435761.006
2017,8,2,1474351.941
2017,8,3,1483484.803
2017,8,4,1524204.535
2017,8,5,1486158.022
2017,8,6,1434996.748
2017,8,7,1626015.62
2017,8,8,1642882.227
2017,8,9,1605157.888
2017,8,10,1596338.709
2017,8,11,1593924.263
2017,8,12,1443094.977
2017,8,13,1304301.052
2017,8,14,1459434.765
2017,8,15,1404169.268
2017,8,16,1508175.909
2017,8,17,1537556.733
2017,8,18,1545085.714
2017,8,19,1417020.183
2017,8,20,1307463.437
2017,8,21,1542211.967
2017,8,22,1599437.782
2017,8,23,1646486.929
2017,8,24,1657246.734
2017,8,25,1577459.603
2017,8,26,1355932.807
2017,8,27,1241939.697
2017,8,28,1461402.783
2017,8,29,1459170.714
2017,8,30,1429508.033
2017,8,31,1437865.479
2017,9,1,1434482.976
2017,9,2,1299433.347
2017,9,3,1204391.747
2017,9,4,1415599.123
2017,9,5,1460745.987
2017,9,6,1459331.976
2017,9,7,1455933.431
2017,9,8,1466831.477
2017,9,9,1337544.914
2017,9,10,1228761.558
2017,9,11,1420801.045
2017,9,12,1454260.756
2017,9,13,1425146.951
2017,9,14,1440392.638
2017,9,15,1426323.103
2017,9,16,1294992.699
2017,9,17,1199981.735
2017,9,18,1404680.336
2017,9,19,1472490.434
2017,9,20,1426681.376
2017,9,21,1423556.224
2017,9,22,1432524.88
2017,9,23,1318799.453
2017,9,24,1221921.61
2017,9,25,1422285.485
2017,9,26,1470015.857
2017,9,27,1456469.724
2017,9,28,1416327.076
2017,9,29,1368057.988
2017,9,30,1271197.825
2017,10,1,1217410.488
2017,10,2,1193614.568
2017,10,3,1068072.317
2017,10,4,978242.9232
2017,10,5,1011836.881
2017,10,6,1083679.693
2017,10,7,1136460.701
2017,10,8,1163601.637
2017,10,9,1279685.822
2017,10,10,1413404.976
2017,10,11,1413343.417
2017,10,12,1403877.713
2017,10,13,1389000.565
2017,10,14,1278596.25
2017,10,15,1186971.524
2017,10,16,1365499.369
2017,10,17,1397664.157
2017,10,18,1416092.675
2017,10,19,1408423.824
2017,10,20,1394969.984
2017,10,21,1276295.991
2017,10,22,1179649.307
2017,10,23,1350190.936
2017,10,24,1400918.736
2017,10,25,1401016.212
2017,10,26,1398811.77
2017,10,27,1394076.082
2017,10,28,1274697.916
2017,10,29,1185125.793
2017,10,30,1370660.753
2017,10,31,1412941.582
2017,11,1,1407319.663
2017,11,2,1413822.091
2017,11,3,1413837.247
2017,11,4,1290061.256
2017,11,5,1211651.868
2017,11,6,1397143.246
2017,11,7,1427551.175
2017,11,8,1408097.288
2017,11,9,1418707.105
2017,11,10,1433554.91
2017,11,11,1305404.947
2017,11,12,1229856.034
2017,11,13,1443497.721
2017,11,14,1471320.042
2017,11,15,1503485.261
2017,11,16,1529054.759
2017,11,17,1543239.796
2017,11,18,1398365.247
2017,11,19,1309932.754
2017,11,20,1549171.103
2017,11,21,1583999.301
2017,11,22,1577031.35
2017,11,23,1594371.916
2017,11,24,1599521.086
2017,11,25,1435085.663
2017,11,26,1304346.053
2017,11,27,1538420.037
2017,11,28,1558628.038
2017,11,29,1547964.341
2017,11,30,1592541.831
2017,12,1,1603110.514
2017,12,2,1437512.911
2017,12,3,1324407.6
2017,12,4,1574684.85
2017,12,5,1663853.597
2017,12,6,1645448.177
2017,12,7,1635731.079
2017,12,8,1654377.1
2017,12,9,1481723.373
2017,12,10,1363841.312
2017,12,11,1667097.996
2017,12,12,1738141.473
2017,12,13,1739832.569
2017,12,14,1743712.269
2017,12,15,1706541.661
2017,12,16,1525414.762
2017,12,17,1434226.056
2017,12,18,1681745.121
2017,12,19,1707900.589
2017,12,20,1712012.06
2017,12,21,1695624.193
2017,12,22,1654171.378
2017,12,23,1453706.033
2017,12,24,1357671.562
2017,12,25,1402973.974
2017,12,26,1653231.212
2017,12,27,1704825.931
2017,12,28,1686326.058
2017,12,29,1587149.492
2017,12,30,1400562.917
2017,12,31,1301686.886
