년,월,일, 송전단실적 합계(MWh)
2001,4,1,606955.2747
2001,4,2,719433.3379
2001,4,3,738837.173
2001,4,4,727158.4834
2001,4,5,681998.4485
2001,4,6,709455.7087
2001,4,7,680079.6058
2001,4,8,602504.9832
2001,4,9,679798.1906
2001,4,10,706092.2833
2001,4,11,712226.152
2001,4,12,713895.4582
2001,4,13,713764.6985
2001,4,14,682732.6195
2001,4,15,606009.1991
2001,4,16,688288.4968
2001,4,17,705040.9482
2001,4,18,702963.9217
2001,4,19,709005.7879
2001,4,20,707327.1064
2001,4,21,680550.0019
2001,4,22,607950.7058
2001,4,23,688454.45
2001,4,24,709976.4818
2001,4,25,718476.4647
2001,4,26,718038.6018
2001,4,27,716079.0201
2001,4,28,681538.3418
2001,4,29,611655.0431
2001,4,30,667518.7691
2001,5,1,617300.2044
2001,5,2,681327.7185
2001,5,3,718677.7411
2001,5,4,712604.5127
2001,5,5,634208.8407
2001,5,6,593963.0854
2001,5,7,691761.7938
2001,5,8,714729.33
2001,5,9,711653.1626
2001,5,10,712653.375
2001,5,11,721291.5021
2001,5,12,688824.0166
2001,5,13,618175.5119
2001,5,14,693799.0689
2001,5,15,724900.6837
2001,5,16,719584.8286
2001,5,17,719575.1663
2001,5,18,721103.4004
2001,5,19,689702.1981
2001,5,20,614671.0623
2001,5,21,700377.1422
2001,5,22,724438.3275
2001,5,23,723457.2651
2001,5,24,723651.9008
2001,5,25,728783.7825
2001,5,26,693328.7908
2001,5,27,609930.4555
2001,5,28,697725.911
2001,5,29,728079.0493
2001,5,30,718698.756
2001,5,31,713889.8106
2001,6,1,718535.9926
2001,6,2,697373.5729
2001,6,3,620561.3567
2001,6,4,718513.717
2001,6,5,734670.3755
2001,6,6,701706.2709
2001,6,7,740493.3939
2001,6,8,753319.1513
2001,6,9,724585.1248
2001,6,10,652053.2496
2001,6,11,731039.8862
2001,6,12,759860.9319
2001,6,13,745293.4742
2001,6,14,744659.455
2001,6,15,747825.9071
2001,6,16,711412.7371
2001,6,17,623251.0598
2001,6,18,713202.366
2001,6,19,737244.8624
2001,6,20,743843.4266
2001,6,21,735144.6396
2001,6,22,740161.5361
2001,6,23,707922.4743
2001,6,24,616024.9275
2001,6,25,720649.522
2001,6,26,745308.2013
2001,6,27,748993.7157
2001,6,28,762158.1758
2001,6,29,765208.0606
2001,6,30,716621.7667
2001,7,1,626382.5769
2001,7,2,758911.2914
2001,7,3,786781.7611
2001,7,4,794946.5709
2001,7,5,786825.5519
2001,7,6,777989.7714
2001,7,7,732992.3907
2001,7,8,646977.6483
2001,7,9,754471.0897
2001,7,10,768279.9119
2001,7,11,780688.8051
2001,7,12,773415.281
2001,7,13,776720.4934
2001,7,14,742439.9788
2001,7,15,643330.1571
2001,7,16,724459.6988
2001,7,17,696159.0368
2001,7,18,757491.9962
2001,7,19,771909.2585
2001,7,20,788449.7339
2001,7,21,749328.6867
2001,7,22,670960.6646
2001,7,23,775668.1028
2001,7,24,802241.2281
2001,7,25,819866.1579
2001,7,26,827017.3593
2001,7,27,826582.4247
2001,7,28,773436.0849
2001,7,29,676038.4619
2001,7,30,736785.765
2001,7,31,747851.7363
2001,8,1,735979.349
2001,8,2,732158.6419
2001,8,3,739377.8214
2001,8,4,718911.9487
2001,8,5,639738.5531
2001,8,6,756149.1336
2001,8,7,796116.5632
2001,8,8,795152.2548
2001,8,9,763392.7428
2001,8,10,753371.0762
2001,8,11,700149.1484
2001,8,12,606290.5083
2001,8,13,710080.9933
2001,8,14,759988.315
2001,8,15,710538.8582
2001,8,16,792878.1876
2001,8,17,820320.6823
2001,8,18,764337.4421
2001,8,19,662390.8941
2001,8,20,782557.5792
2001,8,21,817765.6999
2001,8,22,815355.2069
2001,8,23,811092.7036
2001,8,24,809286.8411
2001,8,25,754686.1172
2001,8,26,657824.6517
2001,8,27,760245.6428
2001,8,28,776383.5644
2001,8,29,775433.2953
2001,8,30,764552.7382
2001,8,31,775998.2334
2001,9,1,747935.9956
2001,9,2,644678.2428
2001,9,3,766484.62
2001,9,4,792610.765
2001,9,5,791295.6066
2001,9,6,789105.2803
2001,9,7,787932.3712
2001,9,8,757724.9555
2001,9,9,664213.9428
2001,9,10,756645.7491
2001,9,11,768186.0316
2001,9,12,757729.5907
2001,9,13,760915.0769
2001,9,14,756265.3897
2001,9,15,726601.4446
2001,9,16,637564.8452
2001,9,17,725349.9776
2001,9,18,763944.568
2001,9,19,759098.3344
2001,9,20,757702.3146
2001,9,21,745970.0856
2001,9,22,709913.1603
2001,9,23,644701.1756
2001,9,24,722205.4757
2001,9,25,749245.8792
2001,9,26,749835.8416
2001,9,27,744517.5387
2001,9,28,735756.4767
2001,9,29,658067.5688
2001,9,30,525937.3533
2001,10,1,450146.0508
2001,10,2,463165.6952
2001,10,3,513862.4453
2001,10,4,652427.893
2001,10,5,705587.1969
2001,10,6,698065.4749
2001,10,7,637757.8171
2001,10,8,708977.1286
2001,10,9,736676.2253
2001,10,10,733471.5419
2001,10,11,730327.4964
2001,10,12,726304.1308
2001,10,13,705131.8149
2001,10,14,638565.7806
2001,10,15,714755.217
2001,10,16,736678.0585
2001,10,17,740101.3477
2001,10,18,738776.9638
2001,10,19,746278.3597
2001,10,20,710232.9305
2001,10,21,632213.6073
2001,10,22,716743.1085
2001,10,23,743554.0959
2001,10,24,746192.846
2001,10,25,747324.3409
2001,10,26,747010.159
2001,10,27,722894.0795
2001,10,28,639430.8896
2001,10,29,719702.125
2001,10,30,748048.6278
2001,10,31,754413.4105
2001,11,1,748317.6267
2001,11,2,756403.2553
2001,11,3,725790.7722
2001,11,4,643724.8036
2001,11,5,751503.5316
2001,11,6,783428.0019
2001,11,7,788949.5704
2001,11,8,792448.6978
2001,11,9,787618.519
2001,11,10,751457.6096
2001,11,11,664999.128
2001,11,12,761250.678
2001,11,13,796070.3237
2001,11,14,803195.963
2001,11,15,805990.3664
2001,11,16,801796.1997
2001,11,17,754443.4282
2001,11,18,669959.3482
2001,11,19,771996.3893
2001,11,20,794076.3715
2001,11,21,796208.6291
2001,11,22,797403.0067
2001,11,23,793041.9099
2001,11,24,762918.7707
2001,11,25,682976.3495
2001,11,26,792645.7654
2001,11,27,815067.4039
2001,11,28,810570.4219
2001,11,29,807253.3447
2001,11,30,807316.9365
2001,12,1,771129.7987
2001,12,2,688579.8464
2001,12,3,790260.1548
2001,12,4,814826.7385
2001,12,5,819615.9326
2001,12,6,827391.4972
2001,12,7,830254.4052
2001,12,8,787997.0051
2001,12,9,719704.9595
2001,12,10,803632.3662
2001,12,11,822290.5271
2001,12,12,821233.6368
2001,12,13,829362.6541
2001,12,14,838530.7624
2001,12,15,808456.1972
2001,12,16,735891.8571
2001,12,17,816613.1415
2001,12,18,851985.934
2001,12,19,848821.3223
2001,12,20,849004.6023
2001,12,21,843525.6209
2001,12,22,810507.2747
2001,12,23,740603.9584
2001,12,24,795111.9947
2001,12,25,750558.1077
2001,12,26,819276.0418
2001,12,27,834698.3675
2001,12,28,830647.3649
2001,12,29,793328.228
2001,12,30,727617.9785
2001,12,31,718990.8468
2002,1,1,654979.3479
2002,1,2,778378.58
2002,1,3,833026.2745
2002,1,4,836757.6556
2002,1,5,794749.2572
2002,1,6,721408.2562
2002,1,7,814052.7474
2002,1,8,846756.9319
2002,1,9,838952.8697
2002,1,10,829094.4043
2002,1,11,815205.3568
2002,1,12,787614.2429
2002,1,13,711756.3563
2002,1,14,779702.278
2002,1,15,790087.0284
2002,1,16,791885.8721
2002,1,17,807140.2128
2002,1,18,818349.4666
2002,1,19,781749.3221
2002,1,20,710976.6313
2002,1,21,803130.8577
2002,1,22,833351.7045
2002,1,23,837315.1317
2002,1,24,841473.0711
2002,1,25,835448.9554
2002,1,26,805123.2975
2002,1,27,727306.0673
2002,1,28,817828.0474
2002,1,29,840555.0905
2002,1,30,840223.938
2002,1,31,842737.02
2002,2,1,843561.4035
2002,2,2,805893.0752
2002,2,3,730215.7038
2002,2,4,818019.0732
2002,2,5,836800.1814
2002,2,6,838859.7137
2002,2,7,834253.1409
2002,2,8,828925.8666
2002,2,9,784542.9839
2002,2,10,688758.3902
2002,2,11,617048.9743
2002,2,12,552254.999
2002,2,13,574217.2541
2002,2,14,701290.7029
2002,2,15,783898.4495
2002,2,16,778826.0029
2002,2,17,722649.1177
2002,2,18,810354.0775
2002,2,19,832031.9587
2002,2,20,820435.609
2002,2,21,815982.0428
2002,2,22,807565.0946
2002,2,23,774013.6068
2002,2,24,709975.2226
2002,2,25,791517.8507
2002,2,26,799258.2359
2002,2,27,802088.6062
2002,2,28,793425.6616
2002,3,1,760759.6534
2002,3,2,749699.3465
2002,3,3,684406.5093
2002,3,4,787778.7464
2002,3,5,817947.9707
2002,3,6,825437.4952
2002,3,7,830975.1025
2002,3,8,817441.5681
2002,3,9,779814.6463
2002,3,10,705756.0876
2002,3,11,784150.9083
2002,3,12,798336.133
2002,3,13,792039.7863
2002,3,14,797144.5301
2002,3,15,785123.0936
2002,3,16,757954.0526
2002,3,17,684733.3692
2002,3,18,764790.1234
2002,3,19,789132.5711
2002,3,20,785901.947
2002,3,21,786699.4548
2002,3,22,789223.1392
2002,3,23,764897.195
2002,3,24,700359.0545
2002,3,25,780190.1704
2002,3,26,796537.7074
2002,3,27,785815.3508
2002,3,28,781571.0167
2002,3,29,777738.4157
2002,3,30,761355.4273
2002,3,31,680535.2578
2002,4,1,755123.8964
2002,4,2,764144.6491
2002,4,3,764620.6321
2002,4,4,761064.5308
2002,4,5,721284.6653
2002,4,6,721674.4429
2002,4,7,667591.5052
2002,4,8,750388.6272
2002,4,9,775925.1722
2002,4,10,776070.9551
2002,4,11,780537.5517
2002,4,12,787643.2991
2002,4,13,756016.6131
2002,4,14,675811.2522
2002,4,15,747361.108
2002,4,16,773682.8126
2002,4,17,775135.8535
2002,4,18,781788.7339
2002,4,19,778405.0108
2002,4,20,740941.4281
2002,4,21,660737.7358
2002,4,22,742038.0049
2002,4,23,773838.7988
2002,4,24,764120.6084
2002,4,25,769618.3964
2002,4,26,771316.424
2002,4,27,740705.799
2002,4,28,664988.4054
2002,4,29,749575.0146
2002,4,30,772296.9572
2002,5,1,700362.1907
2002,5,2,741249.8165
2002,5,3,755941.1721
2002,5,4,725442.8322
2002,5,5,648819.1961
2002,5,6,738750.0502
2002,5,7,781847.0445
2002,5,8,773888.5607
2002,5,9,774012.4808
2002,5,10,774659.0184
2002,5,11,741269.7064
2002,5,12,662550.0208
2002,5,13,751968.5043
2002,5,14,779008.5624
2002,5,15,780310.0254
2002,5,16,783017.5787
2002,5,17,785865.1762
2002,5,18,738790.1636
2002,5,19,657344.0151
2002,5,20,742725.1857
2002,5,21,763155.2016
2002,5,22,770313.7593
2002,5,23,769855.5257
2002,5,24,768345.5768
2002,5,25,736901.835
2002,5,26,657594.3126
2002,5,27,743283.1824
2002,5,28,770990.1315
2002,5,29,777394.756
2002,5,30,781064.4142
2002,5,31,781243.4457
2002,6,1,741703.6849
2002,6,2,655912.8063
2002,6,3,757055.1654
2002,6,4,785063.4191
2002,6,5,797958.3552
2002,6,6,761656.8505
2002,6,7,805155.5474
2002,6,8,774691.5052
2002,6,9,685115.3586
2002,6,10,758729.7249
2002,6,11,791383.7953
2002,6,12,787873.0719
2002,6,13,741379.7382
2002,6,14,760287.1081
2002,6,15,743922.719
2002,6,16,655840.103
2002,6,17,762719.7576
2002,6,18,792486.0235
2002,6,19,807495.2425
2002,6,20,804671.7675
2002,6,21,804124.4082
2002,6,22,729511.4263
2002,6,23,663848.3699
2002,6,24,745800.6217
2002,6,25,758912.0354
2002,6,26,774304.5596
2002,6,27,790461.9735
2002,6,28,798553.6145
2002,6,29,763952.4735
2002,6,30,671905.1502
2002,7,1,689924.1995
2002,7,2,787296.6104
2002,7,3,833271.4352
2002,7,4,849821.1995
2002,7,5,824115.314
2002,7,6,757995.597
2002,7,7,666320.1527
2002,7,8,773884.1826
2002,7,9,814796.1183
2002,7,10,829009.7713
2002,7,11,826971.2658
2002,7,12,832203.4249
2002,7,13,792129.7188
2002,7,14,705429.0907
2002,7,15,823945.0878
2002,7,16,848473.2412
2002,7,17,775786.6362
2002,7,18,824310.5588
2002,7,19,803308.2421
2002,7,20,771488.631
2002,7,21,688808.7064
2002,7,22,797509.9112
2002,7,23,827240.3671
2002,7,24,843139.559
2002,7,25,859044.6838
2002,7,26,849676.4095
2002,7,27,823215.4
2002,7,28,751075.6148
2002,7,29,834845.2979
2002,7,30,849381.7645
2002,7,31,825094.2874
2002,8,1,782929.8096
2002,8,2,759354.9801
2002,8,3,721479.6409
2002,8,4,705310.8817
2002,8,5,807857.4898
2002,8,6,816150.4529
2002,8,7,784345.5106
2002,8,8,773215.3404
2002,8,9,763406.971
2002,8,10,717361.1039
2002,8,11,630589.8459
2002,8,12,717153.8557
2002,8,13,760683.6589
2002,8,14,762206.9875
2002,8,15,717664.6513
2002,8,16,761390.886
2002,8,17,735367.137
2002,8,18,673308.8351
2002,8,19,772450.8875
2002,8,20,791368.7473
2002,8,21,796247.3099
2002,8,22,797290.1042
2002,8,23,812303.5382
2002,8,24,789839.5615
2002,8,25,693545.7817
2002,8,26,820412.1843
2002,8,27,849004.9884
2002,8,28,848115.9514
2002,8,29,866412.858
2002,8,30,849552.5343
2002,8,31,753147.7301
2002,9,1,639259.4877
2002,9,2,784041.4062
2002,9,3,842296.136
2002,9,4,841810.1203
2002,9,5,827980.3865
2002,9,6,797450.6448
2002,9,7,758612.3248
2002,9,8,681068.6019
2002,9,9,776906.2121
2002,9,10,810873.3043
2002,9,11,820145.7406
2002,9,12,814784.1021
2002,9,13,799186.903
2002,9,14,761933.5324
2002,9,15,684569.6743
2002,9,16,777109.2632
2002,9,17,790508.4517
2002,9,18,781689.5374
2002,9,19,728888.1014
2002,9,20,577043.1094
2002,9,21,495326.8825
2002,9,22,520878.2287
2002,9,23,627949.6204
2002,9,24,732389.3095
2002,9,25,771854.1202
2002,9,26,779742.401
2002,9,27,779923.0142
2002,9,28,751821.6565
2002,9,29,685277.4437
2002,9,30,766815.9133
2002,10,1,779749.5009
2002,10,2,774228.1199
2002,10,3,740301.0725
2002,10,4,777476.4866
2002,10,5,753466.078
2002,10,6,678066.3762
2002,10,7,760147.0603
2002,10,8,787239.6582
2002,10,9,786415.3732
2002,10,10,788730.4008
2002,10,11,789988.4707
2002,10,12,756901.5467
2002,10,13,687044.7151
2002,10,14,755579.1759
2002,10,15,777688.619
2002,10,16,779970.9451
2002,10,17,780767.8165
2002,10,18,784081.424
2002,10,19,747906.2252
2002,10,20,676407.692
2002,10,21,760517.8087
2002,10,22,797486.6333
2002,10,23,809176.1177
2002,10,24,809509.7417
2002,10,25,800192.6735
2002,10,26,774713.5838
2002,10,27,712691.3936
2002,10,28,804521.0657
2002,10,29,835350.6953
2002,10,30,827456.9443
2002,10,31,823998.5756
2002,11,1,823407.7581
2002,11,2,790339.8387
2002,11,3,718535.4404
2002,11,4,814224.0316
2002,11,5,845947.3603
2002,11,6,840478.1888
2002,11,7,839770.9335
2002,11,8,858056.9308
2002,11,9,830877.7596
2002,11,10,748193.2106
2002,11,11,829412.2282
2002,11,12,850778.3541
2002,11,13,861033.5054
2002,11,14,869852.0533
2002,11,15,871642.4368
2002,11,16,831239.9514
2002,11,17,753403.0498
2002,11,18,854012.7943
2002,11,19,877696.4173
2002,11,20,869505.5282
2002,11,21,874931.5945
2002,11,22,864687.8859
2002,11,23,824088.5569
2002,11,24,756702.9797
2002,11,25,850253.3689
2002,11,26,880018.0401
2002,11,27,883539.4571
2002,11,28,886567.3104
2002,11,29,875637.2818
2002,11,30,839913.2349
2002,12,1,752491.5519
2002,12,2,851568.0094
2002,12,3,882453.7165
2002,12,4,870674.6868
2002,12,5,863984.9472
2002,12,6,864469.4441
2002,12,7,839005.3169
2002,12,8,769054.7853
2002,12,9,883091.5956
2002,12,10,949168.9999
2002,12,11,935240.5755
2002,12,12,933386.382
2002,12,13,924302.2632
2002,12,14,883918.7881
2002,12,15,777513.2824
2002,12,16,884659.95
2002,12,17,905912.7514
2002,12,18,899015.3719
2002,12,19,831116.0091
2002,12,20,887506.0993
2002,12,21,850289.644
2002,12,22,765362.7262
2002,12,23,870999.7634
2002,12,24,885334.9439
2002,12,25,812316.1281
2002,12,26,911281.8059
2002,12,27,915906.1847
2002,12,28,881863.0067
2002,12,29,796652.8051
2002,12,30,877872.6918
2002,12,31,841153.6097
2003,1,1,720521.5471
2003,1,2,851177.1464
2003,1,3,906748.4775
2003,1,4,900257.4734
2003,1,5,826265.545
2003,1,6,925533.9247
2003,1,7,946927.1995
2003,1,8,941295.3152
2003,1,9,932814.0148
2003,1,10,934716.7609
2003,1,11,896305.7804
2003,1,12,797825.3318
2003,1,13,894498.9802
2003,1,14,930999.0016
2003,1,15,941561.482
2003,1,16,935727.0296
2003,1,17,921801.4555
2003,1,18,869613.9677
2003,1,19,778952.8499
2003,1,20,899090.1519
2003,1,21,930833.2535
2003,1,22,936777.5998
2003,1,23,931380.5259
2003,1,24,935242.7017
2003,1,25,894589.5294
2003,1,26,811628.7074
2003,1,27,918145.1262
2003,1,28,954184.2334
2003,1,29,959220.8287
2003,1,30,887794.2975
2003,1,31,704321.7185
2003,2,1,614934.1558
2003,2,2,637602.201
2003,2,3,750202.9598
2003,2,4,859427.1119
2003,2,5,906916.6129
2003,2,6,907725.9737
2003,2,7,909155.229
2003,2,8,875651.9039
2003,2,9,786600.4124
2003,2,10,881717.9795
2003,2,11,909225.0709
2003,2,12,922427.366
2003,2,13,926309.4977
2003,2,14,912512.0898
2003,2,15,867167.1335
2003,2,16,771248.5616
2003,2,17,878787.6094
2003,2,18,901205.2154
2003,2,19,896963.6379
2003,2,20,896457.5521
2003,2,21,899278.8675
2003,2,22,859463.7823
2003,2,23,780514.9166
2003,2,24,879539.4406
2003,2,25,895773.6017
2003,2,26,889360.1411
2003,2,27,880670.929
2003,2,28,873322.1299
2003,3,1,790936.9788
2003,3,2,741871.9811
2003,3,3,866306.0688
2003,3,4,903742.0711
2003,3,5,903681.7452
2003,3,6,914988.6659
2003,3,7,906016.2795
2003,3,8,864224.3475
2003,3,9,775501.8066
2003,3,10,867598.011
2003,3,11,887453.4322
2003,3,12,879071.0508
2003,3,13,879493.3924
2003,3,14,880173.8283
2003,3,15,840215.6066
2003,3,16,755702.6822
2003,3,17,855374.4203
2003,3,18,862915.2814
2003,3,19,861227.0162
2003,3,20,863433.6083
2003,3,21,868923.7728
2003,3,22,828323.1946
2003,3,23,746970.0435
2003,3,24,842500.4881
2003,3,25,864383.5863
2003,3,26,864255.3107
2003,3,27,845647.7151
2003,3,28,853545.7352
2003,3,29,824127.6147
2003,3,30,734371.6982
2003,3,31,809916.6503
2003,4,1,818384.7625
2003,4,2,815223.7786
2003,4,3,814542.6626
2003,4,4,808336.861
2003,4,5,747627.2416
2003,4,6,697403.2097
2003,4,7,796428.1769
2003,4,8,828897.9242
2003,4,9,837357.5793
2003,4,10,836386.844
2003,4,11,841714.2691
2003,4,12,802755.5353
2003,4,13,718983.5989
2003,4,14,793997.1747
2003,4,15,812135.2333
2003,4,16,798084.1945
2003,4,17,807869.7927
2003,4,18,808022.576
2003,4,19,782665.8884
2003,4,20,708777.9817
2003,4,21,787789.0117
2003,4,22,812519.3791
2003,4,23,818403.449
2003,4,24,806294.0865
2003,4,25,816850.8961
2003,4,26,773468.1964
2003,4,27,698503.0449
2003,4,28,782212.2547
2003,4,29,809632.9426
2003,4,30,799014.6829
2003,5,1,731623.9107
2003,5,2,768853.1886
2003,5,3,739239.9122
2003,5,4,664135.3706
2003,5,5,675236.914
2003,5,6,772822.0942
2003,5,7,801942.0585
2003,5,8,754492.6683
2003,5,9,787262.8782
2003,5,10,759348.4145
2003,5,11,675055.4075
2003,5,12,762425.9582
2003,5,13,792608.8
2003,5,14,794880.1187
2003,5,15,794230.2545
2003,5,16,776457.3654
2003,5,17,732724.1636
2003,5,18,664587.5597
2003,5,19,754867.5616
2003,5,20,779408.864
2003,5,21,777584.1949
2003,5,22,786712.9755
2003,5,23,779092.511
2003,5,24,754584.4767
2003,5,25,681872.9558
2003,5,26,757273.3225
2003,5,27,791787.2214
2003,5,28,793278.1737
2003,5,29,801521.9343
2003,5,30,796028.144
2003,5,31,756250.0136
2003,6,1,686657.3316
2003,6,2,775437.3305
2003,6,3,797701.1424
2003,6,4,806346.6378
2003,6,5,813077.4391
2003,6,6,756044.5544
2003,6,7,752110.0553
2003,6,8,693465.2963
2003,6,9,802554.9446
2003,6,10,825469.9454
2003,6,11,822718.2038
2003,6,12,822958.0651
2003,6,13,817714.7396
2003,6,14,785369.6992
2003,6,15,697510.2725
2003,6,16,791710.1944
2003,6,17,825600.3765
2003,6,18,832808.0117
2003,6,19,828981.8451
2003,6,20,834000.0312
2003,6,21,799145.2748
2003,6,22,721966.4942
2003,6,23,812953.5255
2003,6,24,814954.231
2003,6,25,810074.4567
2003,6,26,825601.119
2003,6,27,819945.8941
2003,6,28,787991.0699
2003,6,29,708724.3595
2003,6,30,799411.4976
2003,7,1,829468.5143
2003,7,2,846760.6945
2003,7,3,827137.8746
2003,7,4,828887.8844
2003,7,5,794825.7447
2003,7,6,708139.1526
2003,7,7,811468.0698
2003,7,8,856948.6823
2003,7,9,856707.4623
2003,7,10,860813.8951
2003,7,11,857647.5262
2003,7,12,800483.5863
2003,7,13,698539.5367
2003,7,14,806551.5268
2003,7,15,841471.5097
2003,7,16,846300.1571
2003,7,17,783767.1298
2003,7,18,810068.9568
2003,7,19,768803.6328
2003,7,20,703353.1353
2003,7,21,821221.3369
2003,7,22,849411.2171
2003,7,23,847313.4033
2003,7,24,852988.6525
2003,7,25,847441.0569
2003,7,26,795620.3857
2003,7,27,696561.9822
2003,7,28,785347.7084
2003,7,29,809993.3912
2003,7,30,811886.6377
2003,7,31,787955.8809
2003,8,1,760193.8374
2003,8,2,732147.7618
2003,8,3,707835.1296
2003,8,4,816326.8786
2003,8,5,848851.9139
2003,8,6,845867.0192
2003,8,7,812812.7055
2003,8,8,816125.6771
2003,8,9,796008.1086
2003,8,10,723846.2993
2003,8,11,804437.1883
2003,8,12,847639.2282
2003,8,13,847987.1559
2003,8,14,852396.9194
2003,8,15,785354.8236
2003,8,16,761047.2119
2003,8,17,691880.0503
2003,8,18,799031.4904
2003,8,19,852634.3208
2003,8,20,887629.6996
2003,8,21,904464.0844
2003,8,22,920890.173
2003,8,23,863351.9955
2003,8,24,753435.8805
2003,8,25,868781.1299
2003,8,26,884817.4483
2003,8,27,852807.4567
2003,8,28,872047.0191
2003,8,29,860600.2709
2003,8,30,806333.0438
2003,8,31,705157.7903
2003,9,1,820402.8625
2003,9,2,861951.3049
2003,9,3,866027.5236
2003,9,4,877306.489
2003,9,5,890465.6773
2003,9,6,850606.578
2003,9,7,783887.9661
2003,9,8,861410.6895
2003,9,9,821466.7311
2003,9,10,614962.93
2003,9,11,517699.3499
2003,9,12,543622.7666
2003,9,13,567861.2069
2003,9,14,652004.4049
2003,9,15,779774.4055
2003,9,16,829844.8634
2003,9,17,847280.9634
2003,9,18,854288.6155
2003,9,19,844566.3472
2003,9,20,792260.118
2003,9,21,703628.363
2003,9,22,796567.8334
2003,9,23,826064.2775
2003,9,24,828500.3785
2003,9,25,841229.2078
2003,9,26,847841.832
2003,9,27,815733.5486
2003,9,28,719029.8293
2003,9,29,818780.3486
2003,9,30,842853.8992
2003,10,1,848532.7783
2003,10,2,835613.5983
2003,10,3,789264.8311
2003,10,4,774508.7306
2003,10,5,697587.774
2003,10,6,815781.8093
2003,10,7,851929.4512
2003,10,8,850911.5519
2003,10,9,856654.0865
2003,10,10,856360.6917
2003,10,11,815440.3738
2003,10,12,728855.2578
2003,10,13,828197.9552
2003,10,14,853842.9559
2003,10,15,851229.5572
2003,10,16,849148.2874
2003,10,17,855857.1907
2003,10,18,813699.622
2003,10,19,728782.3531
2003,10,20,833702.1018
2003,10,21,877504.1185
2003,10,22,867824.4468
2003,10,23,871878.3376
2003,10,24,869714.561
2003,10,25,827444.6484
2003,10,26,743931.857
2003,10,27,841308.7347
2003,10,28,873305.2565
2003,10,29,881520.5728
2003,10,30,882601.3389
2003,10,31,873942.1158
2003,11,1,819186.3759
2003,11,2,729201.2838
2003,11,3,829943.0265
2003,11,4,871647.6163
2003,11,5,867003.7729
2003,11,6,868439.7877
2003,11,7,873087.5698
2003,11,8,842628.1003
2003,11,9,749995.0479
2003,11,10,853927.8564
2003,11,11,886594.5349
2003,11,12,889237.2995
2003,11,13,884625.8308
2003,11,14,886577.4258
2003,11,15,846033.6749
2003,11,16,761957.9944
2003,11,17,867986.3841
2003,11,18,897310.9151
2003,11,19,895475.1141
2003,11,20,895511.6683
2003,11,21,899351.0754
2003,11,22,881064.343
2003,11,23,798103.9525
2003,11,24,893647.6378
2003,11,25,902742.0731
2003,11,26,904264.2927
2003,11,27,903892.4996
2003,11,28,897061.8283
2003,11,29,861152.2722
2003,11,30,775422.8209
2003,12,1,876154.2137
2003,12,2,906627.3109
2003,12,3,909936.1414
2003,12,4,925679.9993
2003,12,5,925199.9642
2003,12,6,882374.6985
2003,12,7,811468.82
2003,12,8,923781.3341
2003,12,9,958751.1201
2003,12,10,962703.5871
2003,12,11,950832.049
2003,12,12,957545.6813
2003,12,13,917677.2858
2003,12,14,826275.5372
2003,12,15,926238.1776
2003,12,16,957504.1197
2003,12,17,954252.5682
2003,12,18,969280.8989
2003,12,19,976154.5946
2003,12,20,921663.5676
2003,12,21,837898.2092
2003,12,22,928137.9536
2003,12,23,951224.159
2003,12,24,943653.7232
2003,12,25,860707.0845
2003,12,26,949152.508
2003,12,27,932206.6508
2003,12,28,840785.6882
2003,12,29,927171.093
2003,12,30,942327.3453
2003,12,31,888345.1713
2004,1,1,750742.4933
2004,1,2,862107.5808
2004,1,3,871226.0331
2004,1,4,803923.3916
2004,1,5,918039.8586
2004,1,6,942644.5707
2004,1,7,941247.9301
2004,1,8,953732.0542
2004,1,9,949161.2555
2004,1,10,909577.5664
2004,1,11,830820.0461
2004,1,12,933711.6138
2004,1,13,971955.8384
2004,1,14,975670.5544
2004,1,15,972488.2521
2004,1,16,966304.2928
2004,1,17,925978.462
2004,1,18,857442.7907
2004,1,19,936766.1521
2004,1,20,906069.1302
2004,1,21,748467.929
2004,1,22,681505.7448
2004,1,23,703436.7339
2004,1,24,763756.1524
2004,1,25,802287.2935
2004,1,26,936630.8181
2004,1,27,970537.3123
2004,1,28,966999.2102
2004,1,29,952981.2668
2004,1,30,946604.8815
2004,1,31,898056.6882
2004,2,1,814324.9313
2004,2,2,913735.7228
2004,2,3,959057.4109
2004,2,4,958621.1754
2004,2,5,964087.7959
2004,2,6,973847.3447
2004,2,7,923040.44
2004,2,8,835423.554
2004,2,9,934853.5763
2004,2,10,957959.57
2004,2,11,951052.9646
2004,2,12,948114.7045
2004,2,13,948928.5583
2004,2,14,901453.3003
2004,2,15,813012.3715
2004,2,16,903959.0911
2004,2,17,928232.5084
2004,2,18,926159.1292
2004,2,19,925426.646
2004,2,20,909148.2517
2004,2,21,866487.9213
2004,2,22,786066.5415
2004,2,23,903200.0306
2004,2,24,928754.8435
2004,2,25,917499.0446
2004,2,26,928433.7545
2004,2,27,929787.4575
2004,2,28,887347.1057
2004,2,29,779230.9339
2004,3,1,799879.7127
2004,3,2,913960.0829
2004,3,3,940523.018
2004,3,4,948751.886
2004,3,5,940717.187
2004,3,6,902046.886
2004,3,7,825449.5508
2004,3,8,923517.4238
2004,3,9,926092.3758
2004,3,10,911054.9127
2004,3,11,908938.1531
2004,3,12,907036.1272
2004,3,13,868907.5204
2004,3,14,782526.9326
2004,3,15,875929.9406
2004,3,16,893692.5672
2004,3,17,910432.4545
2004,3,18,931012.6632
