'대여일자','대여소번호','대여소','대여건수','반납건수'
'201801','108',' 서교동 사거리',355,422
'201801','503',' 더샵스타시티 C동 앞',287,256
'201801','731',' 서울시 도로환경관리센터',0,4
'201801','504',' 신자초교입구교차로',370,368
'201801','740',' 으뜸공원',0,1
'201801','746',' 목동2단지 상가',0,1
'201801','505',' 자양사거리 광진아크로텔 앞',349,328
'201801','506',' 금호 어울림 아파트 앞',89,64
'201801','949',' 연신내역 1번 출구 ',0,1
'201801','507',' 성수아이에스비즈타워 앞',180,225
'201801','1023',' 한국종합기술사옥 앞',24,33
'201801','1024','  강동구청 앞',88,87
'201801','1025',' 상일초등학교',9,5
'201801','1026',' 대명초교 입구 교차로',45,53
'201801','1027',' 프라자 아파트 앞',23,29
'201801','1028',' 포레스 주상복합 빌딩',32,42
'201801','1029',' 롯데 시네마',93,89
'201801','1030',' 미호 플랜트 앞',70,68
'201801','1031',' 암사동 CBIS',9,9
'201801','1032',' 선사고등학교',26,8
'201801','508',' 성수아카데미타워 앞',273,242
'201801','1033',' 고덕동 아남아파트',85,76
'201801','1034',' 고덕동 래미안 힐스테이트',5,11
'201801','1035',' 고덕역 4번출구',141,92
'201801','1036',' 고덕동 주양쇼핑',57,35
'201801','1037',' 강일 6단지',8,5
'201801','1038',' 강일 다솜 어린이 공원',14,16
'201801','1039',' 고덕초등학교',8,10
'201801','1040',' 강일동 에너지 마루',1,1
'201801','1041',' 묘곡초등학교',49,47
'201801','1042','5단지 사이',10,7
'201801','509',' 이마트 버스정류소 옆',502,523
'201801','1044',' 굽은다리역',117,99
'201801','510',' 서울숲 남문 버스정류소 옆',97,108
'201801','1251',' 석촌역 2번출구',16,39
'201801','1253',' 오금역 3번 출구 뒤',59,37
'201801','1256',' 문정현대아파트 교차로',78,57
'201801','1257',' 가락시장역 롯데마트앞',67,102
'201801','1258',' 가락미륭아파트 앞',128,61
'201801','1259',' 방이역 1번출구',104,108
'201801','511',' 서울숲역 4번 출구 옆',204,219
'201801','1262',' 송파여성문화회관 앞',111,107
'201801','1263',' 장지공영차고지',29,37
'201801','1264',' 천호역 10번 출구 앞',67,49
'201801','1265',' 문정동 근린공원',88,64
'201801','1266',' 문정동 글샘 공원',29,20
'201801','1267',' 올림픽공원 남2문 앞',80,60
'201801','1269',' 리센츠아파트 ',90,85
'201801','1271',' 송파도서관',151,166
'201801','512',' 뚝섬역 1번 출구 옆',377,390
'201801','1274',' 영파여고 앞',57,64
'201801','1442',' (구)신한은행 중랑교지점',50,66
'201801','1443',' 구립망우청소년독서실',52,42
'201801','1445',' 용마지구대',11,19
'201801','1446',' 중랑전화국 교차로',65,90
'201801','1447',' 면목역 3번출구',67,74
'201801','1448',' 코스트코 상봉점',106,106
'201801','109',' 제일빌딩 앞',157,152
'201801','400',' 상암한화오벨리스크 1차 앞',278,257
'201801','1526',' 수유동 채선당앞',25,27
'201801','1527',' 미아역 1번 출구 뒤',50,54
'201801','1528',' 삼각산동 주민센터',36,16
'201801','1529',' 미아동 한국전력공사',72,84
'201801','1530',' 광산사거리',75,101
'201801','1531',' 미아사거리 1번 출구',131,138
'201801','1532',' 번3동 주민센터 교차로',29,43
'201801','1533',"' 번동 주공3, 4단지 교차로'",54,53
'201801','1534',' 북서울 꿈의 숲 동문',29,31
'201801','1535',' 효성인텔리안 앞',116,133
'201801','513',' 뚝섬역 5번 출구 정류소 옆',324,405
'201801','1536',' 번동 두산위브 101동 옆',120,103
'201801','1643',' 태릉입구역 8번출구',67,68
'201801','1646',' 삼육대 입구',26,22
'201801','1650',' 중계근린공원내',105,127
'201801','1651',' 맥도날드 상계점 앞',31,51
'201801','514',' 성수사거리 버스정류장 앞',452,515
'201801','1652',' 파르코 앞',10,11
'201801','1654',' 당고개입구 오거리',20,27
'201801','1655',' 공릉1단지아파트',99,98
'201801','1656',' 중앙하이츠 아파트 입구',75,68
'201801','1657',' 노원구청 ',81,80
'201801','1659',' 중계동 을지중학교',47,37
'201801','1660',' 서울시립과학관',24,27
'201801','1713',' 쌍문동 청소년 랜드',18,13
'201801','515',' 광양중학교 앞',103,94
'201801','1714',' 도봉문화정보도서관 삼거리',32,13
'201801','1715',' 서울특별시교육청도봉도서관',27,32
'201801','1716',' 하나로마트 창동점',55,56
'201801','1717',' 시립창동운동장 입구',14,14
'201801','1719',' 신도봉사거리 버스정류장',18,29
'201801','1720',' 도봉구청 옆(중랑천변)',54,61
'201801','1721',' 창동역 2번출구 ',55,58
'201801','516',' 광진메디칼 앞',166,201
'201801','1840',' 솔브레인이엔지 뒤편',41,51
'201801','1841',' 가산동 주민센터',41,47
'201801','1842',' 한울중학교',16,10
'201801','1843',' 독산고등학교',42,41
'201801','1845',' 롯데캐슬골드파크1차 서문',62,58
'201801','300',' 정동사거리',488,396
'201801','2268',' 서초4동주민센터 ',96,84
'201801','2269',' 주홍교 하부',57,59
'201801','2272',' 교대입구 교차로',44,41
'201801','2273',' 일동제약 사거리',87,109
'201801','2274',' 양재시민의숲역 3번출구',111,146
'201801','2275',' 염곡치안센터 건너편',5,5
'201801','2276',' 영동1교 (양재천근린공원)',65,82
'201801','301',' 경복궁역 7번출구 앞',397,358
'201801','2361',' 압구정역 교차로',12,10
'201801','2362',' 신사동 가로수길 입구',104,95
'201801','2363',' 강남 을지병원 교차로',0,5
'201801','2364',' 도산대로 렉서스 앞',44,50
'201801','2365',' K+ 타워 앞',27,44
'201801','2368',' 도곡동 경남아파트 건너편',87,68
'201801','2370',' 한티역 3번출구',117,101
'201801','302',' 경복궁역 4번출구 뒤',504,572
'201801','2371',' 한국우편사업진흥원',30,18
'201801','2372',' 대치역 사거리',143,189
'201801','2373',' 개포동역 사거리',73,66
'201801','2375',' 수서역 1번출구 앞',27,29
'201801','2377',' 수서역 5번출구 뒤',65,57
'201801','3101',' 서대문구청',47,29
'201801','303',' 광화문역 1번출구 앞',501,516
'201801','3506',' 영동대교 북단',136,167
'201801','3507',' 어린이회관',122,91
'201801','3508',' 화양사거리',307,260
'201801','3509',' 세종사이버대학교',276,284
'201801','3511',' 응봉역 1번출구',73,93
'201801','3513',' 상왕십리역 1번출구',183,108
'201801','3514',' 왕십리교회옆',123,115
'201801','115',' 사루비아 빌딩 앞',335,273
'201801','304',' 광화문역 2번출구 앞',269,289
'201801','1336',' 성북3교 위',116,136
'201801','1337',' 돈암성당 옆',146,135
'201801','1338',' 용문2교 옆',89,90
'201801','1339',' 삼성전자서비스 성북센터',38,61
'201801','1340',' 광운초등학교 앞',20,32
'201801','1342',' 성북쉼터 앞',33,24
'201801','1343',' 한성대7번출구 앞',91,41
'201801','1344',' 아리랑시네센터 앞',91,24
'201801','305',' 종로구청 옆',365,439
'201801','1346',' 길음8골어린이공원 옆',105,119
'201801','1347',' 길음래미안아파트817동 상가 앞',27,27
'201801','1348',' 성북제일새마을금고 본점 앞',70,54
'201801','1349',' 월계2교 버스정류장 앞',14,29
'201801','1351',' SK제삼주유소 앞',91,96
'201801','1352',' e 편한세상 보문아파트 내',18,17
'201801','1353',' 금호어울림센터힐 내',22,16
'201801','1956',' 도야미리숯불갈비 앞',41,36
'201801','1957',' 구일고등학교 정문 ',68,65
'201801','306',' 광화문역 7번출구 앞',255,240
'201801','1958',' 강서수도사업소민원센터',93,104
'201801','1960',' 화광신문사 앞',110,106
'201801','1961',' 신도림테크노근린공원',114,115
'201801','1962',' 가리봉동주민센터',85,110
'201801','1963',' 디지털단지오거리',23,27
'201801','307',' 서울역사박물관 앞',356,370
'201801','1975',' 대림역 1번 출입구 밑',61,57
'201801','1976',' 남구로역 5번 출입구 앞',35,33
'201801','308',' 광화문 S타워 앞',188,203
'201801','1979',' 구로1동우체국 앞',33,34
'201801','309',' 광화문역 6번출구 옆',318,315
'201801','310',' 청계광장 옆',244,195
'201801','311',' 서울광장 옆',615,548
'201801','312',' 시청역 1번출구 뒤',457,524
'201801','313',' 서울역 광장 파출소 옆',179,185
'201801','110',' 사천교',114,81
'201801','314',' 국립현대미술관',444,422
'201801','315',' 신한은행 안국역지점 옆',215,198
'201801','316',' 종각역 1번출구 앞',546,580
'201801','827',' 국군복지단',19,23
'201801','828',' 숙대입구역 8번',90,127
'201801','318',' 광교사거리 남측',132,127
'201801','320',' 을지로입구역 4번출구 앞',435,484
'201801','321',' KEB 하나은행 본점 앞',310,320
'201801','322',' 명동성당 앞',154,116
'201801','116',' 일진아이윌아파트 옆',375,452
'201801','324',' 신세계백화점 본점 앞',236,268
'201801','326',' 안국역 5번출구 앞',404,343
'201801','327',' 낙원상가 옆',545,527
'201801','328',' 탑골공원 앞',401,352
'201801','329',' 청계2가 사거리 옆',361,382
'201801','330',' 청계천 한빛광장',277,325
'201801','331',' 을지로2가 사거리 북측',307,334
'201801','332',' 을지로2가 사거리 남측',201,201
'201801','111',' 상수역 2번출구 앞',249,226
'201801','334',' 종로3가역 2번출구 뒤',523,550
'201801','335',' 종로3가역 15번출구 앞',296,312
'201801','336',' 티마크 호텔 앞',246,236
'201801','337',' 창경궁 입구',113,118
'201801','338',' 세운스퀘어 앞',524,534
'201801','339',' 종로4가 사거리',519,522
'201801','340',' 혜화동 로터리',90,112
'201801','341',' 혜화역 3번출구 뒤',272,205
'201801','342',' 대학로 마로니에공원',379,382
'201801','343',' 예일빌딩(율곡로) 앞',156,109
'201801','112',' 극동방송국 앞',325,324
'201801','344',' 성균관대 E하우스 앞',407,380
'201801','345',' 서울보증보험본사 앞',277,348
'201801','346',' 맥스타일 앞',465,536
'201801','347',' 동대문역사문화공원역 9번출구 앞',287,242
'201801','349',' 사직동주민센터',352,251
'201801','351',' 청운초교 앞 삼거리',242,202
'201801','352',' 중앙고입구 삼거리',66,41
'201801','353',' 재동초교 앞 삼거리',197,191
'201801','117',' 홍은사거리',221,209
'201801','354',' 포르투갈 대사관 앞',317,254
'201801','355',' 서울사대부속초교 앞',268,270
'201801','356',' KT혜화지사 앞',364,358
'201801','358',' 성대입구 사거리',747,746
'201801','359',' 원남동사거리',321,358
'201801','361',' 동묘앞역 1번출구 뒤',380,468
'201801','362',' 청계8가 사거리',288,242
'201801','363',' 신설동역 11번출구 뒤',198,246
'201801','364',' 창신역 1번출구 앞',272,174
'201801','113',' 홍대입구역 2번출구 앞',1154,1572
'201801','367',' 독립문역 3-1번출구 ',167,123
'201801','368',' SK 서린빌딩 앞',164,280
'201801','369',' 광화문 시민열린마당',290,231
'201801','348',' 독립문역 사거리',264,221
'201801','370',' 시청역(2호선) 9번출구 뒤',193,168
'201801','371',' 동대입구역 6번출구 뒤',85,88
'201801','372',' 약수역 3번출구 뒤',85,105
'201801','373',' 청구 어린이공원',17,17
'201801','374',' 청구역 2번출구 앞',157,173
'201801','118',' 광흥창역 2번출구 앞',234,266
'201801','375',' 다산 어린이공원',209,209
'201801','377',' 서울역 4번출구 앞',127,121
'201801','378',' 청계7가 사거리',370,349
'201801','379',' 서울역9번출구',133,122
'201801','380',' CJ제일제당 앞',216,218
'201801','381',' 장충체육관',41,13
'201801','382',' 약수역 10번출구 앞',88,104
'201801','383',' 신당역 12번 출구 뒤',414,378
'201801','384',' 종로학원본원 ',77,50
'201801','114',' 홍대입구역 8번출구 앞',464,472
'201801','142',' 아현역 4번출구 앞',254,229
'201801','143',' 공덕역 2번출구',165,254
'201801','144',' 공덕역 8번출구',339,378
'201801','145',' 공덕역 5번출구',275,329
'201801','146',' 마포역 1번출구 뒤',242,323
'201801','147',' 마포역 4번출구 뒤',201,287
'201801','148',' 용강동 주민센터 앞',205,245
'201801','150',' 서강대역 2번출구 앞',248,308
'201801','151',' 망원1동주민센터',246,351
'201801','152',' 마포구민체육센터 앞',345,500
'201801','119',' 서강나루 공원',260,290
'201801','153',' 성산2교 사거리',461,459
'201801','154',' 마포구청역 ',317,363
'201801','155',' 가좌역1 번출구 뒤',278,259
'201801','156',' 서울서부지방법원 앞',268,360
'201801','157',' 애오개역 4번출구 앞',307,335
'201801','158',' 독립문 어린이 공원',207,233
'201801','159',' 이대역 4번 출구',241,93
'201801','160',' 북아현동 가구거리',175,145
'201801','161',' 무악재역1번 출구',60,44
'201801','162',' 봉원고가차도 밑',291,83
'201801','120',' 신수동 사거리',144,189
'201801','163',' 명지전문대학교 정문 앞',88,70
'201801','164',' 북가좌1동 주민센터 ',118,74
'201801','165',' 중앙근린공원',187,146
'201801','166',' 가재울 초등학교',307,302
'201801','167',' 연가초등학교 옆',159,36
'201801','168',' 남가좌동 사거리',113,88
'201801','169',' 북가좌 삼거리',102,62
'201801','170',' 가재울 뉴타운 주유소 옆',232,228
'201801','171',' 임광빌딩 앞',140,192
'201801','172',' 서대문소방서',180,101
'201801','121',' 마포소방서 앞',202,219
'201801','173',' 서대문역 8번출구 앞',216,213
'201801','175',' 홍연2교옆',411,417
'201801','179',' 가좌역 4번출구 앞',314,296
'201801','180',' 충정로역 7번출구 뒤',220,156
'201801','518',' 청계천 박물관 앞',92,104
'201801','519',' 양지사거리',178,106
'201801','520',' 상왕십리역 4번 출구 앞',159,81
'201801','521',' 왕십리역 11번 출구 앞',254,241
'201801','522',' 금호역 1번출구 앞',55,58
'201801','523',' 옥수동성당 옆',28,17
'201801','122',' 신성기사식당 앞',288,284
'201801','524',' 래미안금호하이리버 아파트 102동 옆',31,30
'201801','525',' 한양대병원사거리',305,312
'201801','526',' 용답토속공원 앞',165,223
'201801','529',' 장한평역 8번 출구 앞',413,368
'201801','530',' 청계벽산아파트 앞',210,240
'201801','533',' 우리은행 금호동 지점 앞',21,45
'201801','534',' 금호사거리',65,38
'201801','535',' 응봉삼거리',150,81
'201801','536',' 행당역 2번출구 앞',109,131
'201801','537',' 한양대후문역 부근',185,185
'201801','123',' 문화촌 공원',80,133
'201801','538',' 답십리역 8번출구 앞',195,182
'201801','550',' 서울시설공단 앞',151,177
'201801','539',' 군자교교차로',160,138
'201801','540',' 군자역 7번출구 베스트샵 앞',600,610
'201801','542',' 강변역 4번출구 뒤',98,113
'201801','543',' 구의공원(테크노마트 앞)',116,87
'201801','544',' 광남중학교',57,70
'201801','546',' 잠실대교북단 교차로',264,249
'201801','548',' 자양나들목',358,272
'201801','549',' 아차산역 3번출구',311,306
'201801','124',' 서강대 정문 건너편',311,247
'201801','600',' 휘경2동 주민센터',127,117
'201801','601',' 용신동주민센터',135,166
'201801','602',' 장안동 사거리',250,370
'201801','604',' 답십리초등학교 옆 공원',75,87
'201801','605',' 신설동역8번출구',125,110
'201801','606',' 휘경공고앞',25,53
'201801','608',' 전농삼성아파트',83,95
'201801','609',' 제기2교',254,204
'201801','125',' 서강대 남문 옆',308,385
'201801','610',' 동대문중 교차로',150,133
'201801','612',' 시립동부병원 앞 사거리',221,195
'201801','613',' 신설동역 10번출구 앞',238,259
'201801','614',' 용두동 사거리',359,325
'201801','615',' 용두동 레미안허브리츠아파트 앞',189,220
'201801','616',' 서울시립대 앞',143,34
'201801','617',' 청솔우성아파트 앞',164,202
'201801','227',' 양평2나들목 보행통로 입구',142,172
'201801','228',' 선유도역 3번출구 앞',290,240
'201801','229',' 양평1 보행육교 앞',146,160
'201801','126',' 서강대 후문 옆',418,536
'201801','231',' 남부고용노동지청 남측',172,146
'201801','232',' 양평우림 이비즈센타 앞',401,417
'201801','233',' YP 센터 앞',43,47
'201801','234',' 영등포구민체육센터 앞',84,70
'201801','235',' 신길동 우리은행 옆',133,164
'201801','236',' 문래동자이아파트 앞',152,181
'201801','237',' 보라매 두산위브 건너편',147,216
'201801','238',' 제2구민체육센타 앞',422,430
'201801','239',' 유스호스텔 앞',236,216
'201801','240',' 문래역 4번출구 앞',253,247
'201801','127',' 현대벤처빌 앞',169,66
'201801','241',' 신길우성1차아파트 앞 공원',102,101
'201801','242',' 신길선원가와인아파트 앞',152,157
'201801','243',' 이앤씨드림타워 앞',206,194
'201801','244',' 영등포삼환아파트 앞',314,323
'201801','245',' 삼성생명 당산사옥 앞',217,259
'201801','247',' 당산역 10번출구 앞',355,336
'201801','248',' 초원아파트 앞',139,127
'201801','249',' 여의도중학교 옆',51,53
'201801','250',' 대림아파트 사거리',117,116
'201801','251',' 서울지방병무청 버스정류장',131,145
'201801','101',' (구)합정동 주민센터',127,117
'201801','128',' 신촌역(2호선) 1번출구 옆',517,586
'201801','252',' 보라매역4번출구',202,208
'201801','253',' 신풍역 5번출구 인근',231,192
'201801','254',' 도림신협 앞',41,56
'201801','255',' 도림4거리',111,157
'201801','256',' 동아에코빌입구',123,105
'201801','257',' 신길삼거리(우리은행)',284,361
'201801','258',' 신길역3번출구',344,353
'201801','259',' 대방역6번출구',582,549
'201801','700',' KB국민은행 염창역 지점 앞',137,113
'201801','701',' 목동사거리 부근',66,62
'201801','129',' 신촌역(2호선) 6번출구 옆',245,289
'201801','702',' 목4동주민센터 옆',103,128
'201801','703',' 오목교역 7번출구 앞',412,525
'201801','704',' 남부법원검찰청 교차로',184,192
'201801','706',' 신정네거리역',129,135
'201801','707',' 신정3동주민센터',84,62
'201801','708',' 서울출입국관리사무소 앞',133,133
'201801','709',' 신정3동 현장민원실 앞',46,17
'201801','710',' 서부화물트럭터미널 사거리',36,50
'201801','711',' 신일해피트리아파트 앞',73,34
'201801','712',' 강월초교입구 사거리',59,62
'201801','130',' 신촌역(2호선) 7번출구 앞',311,306
'201801','713',' 양서중학교 옆',58,31
'201801','714',' 한국SGI 양천문화회관 앞',76,71
'201801','800',' 목월공원 앞',167,195
'201801','802',' 한강진역 2번 출구 앞',90,38
'201801','803',' 한남초교 앞 보도육교',35,42
'201801','805',' 문배어린이공원 앞',118,172
'201801','806',' 전자랜드 본관 앞',184,135
'201801','807',' 서울역 12번 출구 앞',140,121
'201801','808',' 서빙고동 금호맨션 앞',27,53
'201801','131',' 증산2교',148,177
'201801','809',' 한남 유수지 복개주차장',146,160
'201801','810',' 이태원지하보도',60,46
'201801','811',' 녹사평역1번출구',250,141
'201801','812',' 용산전쟁기념관',84,80
'201801','813',' 삼각지역 3번출구',105,120
'201801','815',' LIG강촌아파트 103동앞',97,107
'201801','385',' 종각역 5번출구',408,400
'201801','386',' 올림픽기념 국민생활관 앞',167,149
'201801','387',' 훈련원공원주차장 앞',123,127
'201801','181',' 망원초록길 입구',18,7
'201801','132',' 창천문화공원',204,203
'201801','182',' 망원2빗물펌프장 앞',110,86
'201801','183',' 하늘채코오롱아파트 건너편',519,481
'201801','184',' SK망원동주유소 건너편',269,282
'201801','185',' 마포 신수공원 앞',297,154
'201801','186',' 월드컵공원',103,148
'201801','177',' 북가좌 초등학교',50,53
'201801','188',' 홍은동 정원여중 입구',105,84
'201801','191',' 정명학원',143,171
'201801','192',' 연서어린이공원',192,150
'201801','178',' 증산3교 앞',175,176
'201801','133',' 해담는다리',188,211
'201801','194',' 증산교 앞',285,293
'201801','195',' 모래내고가차도 ',200,103
'201801','196',' 연희교차로 인근',122,96
'201801','198',' 충정2교',168,143
'201801','556',' 달맞이공원',16,12
'201801','557',' 도선동 주민센터 앞',208,197
'201801','558',' 성동광진 교육지원청 앞',185,246
'201801','134',' 연세로 명물길',134,169
'201801','559',' 왕십리역 4번 출구 건너편',300,240
'201801','560',' 비전교회 앞',223,188
'201801','561',' 서울숲역 2번출구 앞',173,162
'201801','562',' 군자지하보도 앞',164,145
'201801','563',' 성동세무서 건너편',461,704
'201801','564',' 금호역 3번출구',10,4
'201801','565',' 옥수역 3번출구',228,280
'201801','567',' 성수역 2번출구 앞',626,597
'201801','568',' 청계8가사거리 부근',407,453
'201801','135',' 명물길 원형무대 앞',118,165
'201801','569',' 응봉현대아파트 정류소',56,30
'201801','578',' 성동세무서 부근',257,291
'201801','579',' 마장역 4번출구',159,175
'201801','580',' 신금호역 3번출구 뒤',48,5
'201801','581',' 용답초등학교',167,200
'201801','582',' 경일중학교 앞',179,177
'201801','583',' 청계천 생태교실 앞',180,162
'201801','551',' 구의삼성쉐르빌 앞',277,271
'201801','552',' 대림아크로리버 앞',50,70
'201801','553',' 중곡 성원APT 앞',120,102
'201801','136',' 대흥동 주민센터',127,43
'201801','555',' 구의3동주민센터',82,107
'201801','571',' 어린이대공원역6번출구',337,279
'201801','572',' 국립정신 건강센터 앞',53,39
'201801','573',' 구의문주차장 앞',404,324
'201801','574',' 아차산역4번출구',248,118
'201801','575',' 중앙농협 중곡지점',30,31
'201801','576',' 광나루역 3번 출구',91,109
'201801','577',' 광진청소년수련관',139,121
'201801','621',' 동대문중학교 옆',120,87
'201801','137',' NH농협 신촌지점 앞',138,58
'201801','622',' 전농사거리 교통섬',167,254
'201801','623',' 서울시립대 정문 앞',398,218
'201801','624',' 전농동 동아아파트 앞',279,329
'201801','625',' 답십리초등학교 앞(현대시장 옆)',239,301
'201801','626',' 군자교 서측 녹지대',87,94
'201801','627',' 장안동삼거리 교통섬',103,93
'201801','628',' 휘봉고등학교 앞',35,50
'201801','630',' 동대문구 보건소',326,326
'201801','631',' 답십리역 1번출구',316,337
'201801','102',' 망원역 1번출구 앞',468,476
'201801','138',' 신촌동 제1공영주차장 앞',210,158
'201801','633',' 청량리 기업은행 앞',282,342
'201801','634',' 외국어대 정문 앞',276,305
'201801','635',' 시조사 앞 (청량고정문 옆)',206,196
'201801','636',' 세종대왕기념관 교차로',109,144
'201801','637',' KAIST 경영대학 앞',165,178
'201801','638',' 서울시립대 정보기술관',58,176
'201801','639',' 서울시립대 후문',292,201
'201801','640',' KEB하나은행 청량리역지점',131,130
'201801','641',' 용두역 4번출구',284,312
'201801','642',' 신답역 사거리',130,117
'201801','140',' 이화여대 후문',111,151
'201801','643',' 동대문구민체육센터 (육교아래)',134,121
'201801','230',' 영등포구청역 1번출구',553,574
'201801','260',' 여의도 마리나선착장 앞',48,46
'201801','262',' 영문초등학교 사거리',311,343
'201801','263',' 근로자회관 사거리',321,334
'201801','264',' 교보생명보험 앞',157,168
'201801','265',' 영등포유통상가 사거리',112,96
'201801','141',' 연대 대운동장 옆',190,133
'201801','266',' 영등포청과시장 사거리',270,296
'201801','267',' 삼성화재 사옥 옆',163,138
'201801','268',' 그랜드컨벤션센터 앞',141,142
'201801','270',' 증권거래소후문교차로',127,113
'201801','271',' 샛강생태공원방문자센터 앞',81,65
'201801','272',' 당산육갑문',176,175
'201801','716','신정6동 주민센터 인근',268,267
'201801','139',' 연세대 정문 건너편',169,62
'201801','719',' 홍익병원앞 교차로',112,125
'201801','720',' 서울강월초등학교 앞',68,14
'201801','816',' 신용산역 6번출구 앞',436,454
'201801','817',' 삼각지역 4번출구 앞',76,49
'201801','818',' 숙명여대 입구 교차로',159,251
'201801','819',' 선린인터넷 고등학교',135,164
'201801','820',' 청파동입구 교차로',135,100
'201801','822',' 이촌1동 마을공원',76,51
'201801','823',' 효창동주민센터 앞',62,66
'201801','825',' 서빙고동 주민센터 앞',153,140
'201801','199',' 서울 월드컵 경기장',144,100
'201801','388',' 동성중학교 앞',249,233
'201801','584',' 광진광장 교통섬',287,283
'201801','585',' 성수2가1동 공영주차장 인근',303,268
'201801','586',' 마장동 주민센터',122,153
'201801','900',' 은평예술회관',239,230
'201801','901',' 응암1동사무소',159,180
'201801','200',' 국회의원회관',112,92
'201801','902',' 진관동 은빛초등학교',45,55
'201801','903',' 은평뉴타운 아이파크',56,71
'201801','904',' 은평뉴타운 푸르지오',89,99
'201801','905',' 구파발역 2번출구',176,144
'201801','906',' 연신내역 5번출구150M 아래',345,365
'201801','907',' CJ 드림시티',394,507
'201801','908',' 구산역 4번출구',94,114
'201801','909',' 백련산 힐스테이트 3차',90,20
'201801','911',' 은평평화공원(역촌역4번출구)',196,176
'201801','201',' 진미파라곤 앞',162,159
'201801','912',' 응암오거리',230,303
'201801','913',' 이마트 은평점',318,354
'201801','914',' 새절역 2번출구',252,249
'201801','915',' 증산역 4번출구',158,197
'201801','916',' 평생학습관 앞',222,210
'201801','917',' 녹번역 4번출구',245,149
'201801','919',' 서울혁신파크',72,73
'201801','921',' 신도고등학교',53,32
'201801','202',' 국민일보 앞',410,435
'201801','922',' 연신내역 4번출구',118,106
'201801','923',' 국민은행 연서지점',114,104
'201801','924',' 메뚜기다리',40,14
'201801','925',' 불광역 2번출구',76,62
'201801','926',' 불광역 8번출구',227,230
'201801','927',' 연신내역 3번출구 인근',115,90
'201801','928',' 은평역사한옥박물관',16,18
'201801','930',' 구 서부경찰서 건너편',114,161
'201801','931',' 역촌파출소',357,441
'201801','932',' 예일여중',131,122
'201801','933',' LG서비스 역촌점',148,116
'201801','587',' KEB하나은행 성수중앙지점',165,133
'201801','588',' 뚝섬 유원지역',118,141
'201801','1001',' 광진교 남단 사거리(디지털프라자앞)',169,166
'201801','1002',' 해공공원(천호동)',74,76
'201801','1003',' 해공도서관앞',68,93
'201801','1004',' 삼성광나루아파트 버스정류장',100,145
'201801','1006',' 롯데캐슬 115동앞',40,31
'201801','1007','암사동 선사유적지',5,7
'201801','1008',' 암사역 3번출구(국민은행앞)',136,179
'201801','1009',' 천호역4번출구(현대백화점)',219,193
'201801','1010',' 강동세무서',190,202
'201801','1011',' LIGA 아파트 앞',266,195
'201801','1012',' 서울 상운차량',78,65
'201801','1013',' 강동구청역 1번 출입구',168,147
'201801','1014',' 강동구평생학습관앞',83,50
'201801','1015',' 샛마을 근린공원',86,102
'201801','103',' 망원역 2번출구 앞',369,327
'201801','204',' 국회의사당역 5번출구 옆',203,201
'201801','1016',' 해뜨는 주유소옆 리엔파크 109동앞',46,65
'201801','1017',' 맥도날드(길동)',122,130
'201801','1019',' 다성이즈빌아파트(호원대 대각선 맞은편)',182,236
'201801','1020',' 강동경찰서',244,241
'201801','1021',' 강일동 리슈빌 빌딩앞',32,23
'201801','1022',' 길동 사거리(초소앞)',88,89
'201801','589',' 성수역3번출구',258,256
'201801','1101',' 개화동상사마을종점 버스정류장',12,12
'201801','1102',' 방화사거리 마을버스 버스정류장',98,122
'201801','1105',' 방화근린공원',7,8
'201801','203',' 국회의사당역 3번출구 옆',333,325
'201801','1108',' 공항시장역 1번출구',59,45
'201801','1109',' 공항시장역 4번출구',69,60
'201801','1111',' 마곡엠밸리6_7단지 마곡중학교',56,63
'201801','1112',' 마곡엠밸리4단지 정문',136,146
'201801','1113',' 서남환경공원 버스정류장',121,115
'201801','1114',' 서남물재생센터 버스정류장',18,16
'201801','1118',' 증미역 3번출구뒤(등촌두산위브센티움오피스텔)',160,213
'201801','1119',' 염창동 한마음아파트앞(염창동 빛나는 음악학원앞)',140,120
'201801','1120',' 대림경동아파트앞',199,234
'201801','1121',' 가양레포츠센터앞',145,140
'201801','205',' 산업은행 앞',170,173
'201801','1122',' 황금내근린공원',115,132
'201801','1123',' 공암나루근린공원 관리사무소옆',149,151
'201801','1124',' 발산역 6번출구옆(다이소앞)',302,306
'201801','1126',' 우장산역 1번출구옆(우장산아이파크105동앞)',96,71
'201801','1127',' 화곡역(에이스정형외과앞) 버스정류장',79,65
'201801','1129',' 화곡역 1번 출구 앞',65,84
'201801','1130',' 화곡본동시장 버스정류장',40,39
'201801','1131',' 꿈돌이공원 앞',123,161
'201801','1132',' 등촌역 7번출구',119,96
'201801','206',' KBS 앞',297,323
'201801','1135',' 강서구의회',82,97
'201801','1136',' 등촌2파출소',38,19
'201801','1137',' 등촌2동주민센터',64,36
'201801','1139',' 용문사 버스정류장',74,51
'201801','1140',' 목동사거리 버스정류장',85,87
'201801','1141',' 곰달래 문화복지센터 1-1',72,84
'201801','1145',' 곰달래 문화복지센터 1-2',41,49
'201801','1146',' 곰달래사거리',71,115
'201801','1148',' 볏골공원',45,45
'201801','1205',' 종합운동장역 4번출구',132,120
'201801','1206',' 9호선종합운동장역 9번출구',149,185
'201801','1208',' 풍납현대아파트쉼터',149,157
'201801','1209',' 잠실나루역 (2번 출구 쪽)',324,272
'201801','1213',' 백토공원 앞',167,149
'201801','1215',' 올림픽공원역 1번출구 앞',166,191
