'대여일자','대여소번호','대여소','대여건수','반납건수'
'201802','1956',' 도야미리숯불갈비 앞',38,44
'201802','1957',' 구일고등학교 정문 ',83,87
'201802','306',' 광화문역 7번출구 앞',271,220
'201802','1958',' 강서수도사업소민원센터',110,129
'201802','1960',' 화광신문사 앞',131,104
'201802','1961',' 신도림테크노근린공원',168,153
'201802','1962',' 가리봉동주민센터',106,106
'201802','1963',' 디지털단지오거리',33,26
'201802','307',' 서울역사박물관 앞',379,334
'201802','1975',' 대림역 1번 출입구 밑',70,43
'201802','1976',' 남구로역 5번 출입구 앞',39,30
'201802','308',' 광화문 S타워 앞',219,237
'201802','1979',' 구로1동우체국 앞',29,13
'201802','309',' 광화문역 6번출구 옆',233,294
'201802','310',' 청계광장 옆',283,226
'201802','2170',' 조원동서울본병원',0,2
'201802','311',' 서울광장 옆',531,443
'201802','312',' 시청역 1번출구 뒤',396,498
'201802','313',' 서울역 광장 파출소 옆',135,153
'201802','110',' 사천교',99,56
'201802','314',' 국립현대미술관',449,394
'201802','315',' 신한은행 안국역지점 옆',259,267
'201802','316',' 종각역 1번출구 앞',579,601
'201802','827',' 국군복지단',34,32
'201802','828',' 숙대입구역 8번',135,185
'201802','1449',' 상봉역 1번출구',38,26
'201802','318',' 광교사거리 남측',134,122
'201802','320',' 을지로입구역 4번출구 앞',431,432
'201802','321',' KEB 하나은행 본점 앞',284,277
'201802','1455',' 상봉역 2번 출구',19,12
'201802','322',' 명동성당 앞',180,130
'201802','116',' 일진아이윌아파트 옆',337,404
'201802','324',' 신세계백화점 본점 앞',225,266
'201802','326',' 안국역 5번출구 앞',357,318
'201802','327',' 낙원상가 옆',449,462
'201802','328',' 탑골공원 앞',424,387
'201802','329',' 청계2가 사거리 옆',320,345
'201802','330',' 청계천 한빛광장',249,260
'201802','331',' 을지로2가 사거리 북측',306,360
'201802','332',' 을지로2가 사거리 남측',211,180
'201802','111',' 상수역 2번출구 앞',247,237
'201802','334',' 종로3가역 2번출구 뒤',491,517
'201802','335',' 종로3가역 15번출구 앞',261,247
'201802','336',' 티마크 호텔 앞',261,252
'201802','337',' 창경궁 입구',95,91
'201802','338',' 세운스퀘어 앞',526,521
'201802','339',' 종로4가 사거리',439,474
'201802','340',' 혜화동 로터리',288,300
'201802','341',' 혜화역 3번출구 뒤',258,259
'201802','342',' 대학로 마로니에공원',401,420
'201802','343',' 예일빌딩(율곡로) 앞',147,112
'201802','112',' 극동방송국 앞',268,307
'201802','344',' 성균관대 E하우스 앞',339,316
'201802','345',' 서울보증보험본사 앞',253,308
'201802','346',' 맥스타일 앞',428,450
'201802','347',' 동대문역사문화공원역 9번출구 앞',318,346
'201802','349',' 사직동주민센터',296,203
'201802','351',' 청운초교 앞 삼거리',217,202
'201802','352',' 중앙고입구 삼거리',94,49
'201802','353',' 재동초교 앞 삼거리',229,242
'201802','117',' 홍은사거리',316,310
'201802','354',' 포르투갈 대사관 앞',305,246
'201802','355',' 서울사대부속초교 앞',298,293
'201802','356',' KT혜화지사 앞',365,316
'201802','358',' 성대입구 사거리',663,690
'201802','359',' 원남동사거리',299,312
'201802','361',' 동묘앞역 1번출구 뒤',347,430
'201802','362',' 청계8가 사거리',302,270
'201802','363',' 신설동역 11번출구 뒤',195,240
'201802','364',' 창신역 1번출구 앞',246,171
'201802','113',' 홍대입구역 2번출구 앞',1045,1525
'201802','367',' 독립문역 3-1번출구 ',157,123
'201802','368',' SK 서린빌딩 앞',183,220
'201802','369',' 광화문 시민열린마당',285,198
'201802','348',' 독립문역 사거리',260,240
'201802','370',' 시청역(2호선) 9번출구 뒤',249,194
'201802','371',' 동대입구역 6번출구 뒤',105,91
'201802','372',' 약수역 3번출구 뒤',95,126
'201802','373',' 청구 어린이공원',13,8
'201802','374',' 청구역 2번출구 앞',134,135
'201802','118',' 광흥창역 2번출구 앞',268,279
'201802','375',' 다산 어린이공원',159,176
'201802','377',' 서울역 4번출구 앞',136,138
'201802','378',' 청계7가 사거리',320,308
'201802','379',' 서울역9번출구',138,99
'201802','380',' CJ제일제당 앞',237,219
'201802','381',' 장충체육관',34,12
'201802','382',' 약수역 10번출구 앞',86,103
'201802','383',' 신당역 12번 출구 뒤',438,409
'201802','384',' 종로학원본원 ',95,65
'201802','114',' 홍대입구역 8번출구 앞',454,462
'201802','142',' 아현역 4번출구 앞',198,153
'201802','143',' 공덕역 2번출구',197,282
'201802','144',' 공덕역 8번출구',366,393
'201802','145',' 공덕역 5번출구',263,307
'201802','146',' 마포역 1번출구 뒤',283,338
'201802','147',' 마포역 4번출구 뒤',238,312
'201802','148',' 용강동 주민센터 앞',210,259
'201802','150',' 서강대역 2번출구 앞',221,276
'201802','151',' 망원1동주민센터',261,335
'201802','152',' 마포구민체육센터 앞',473,557
'201802','119',' 서강나루 공원',254,292
'201802','153',' 성산2교 사거리',454,436
'201802','154',' 마포구청역 ',363,371
'201802','155',' 가좌역1 번출구 뒤',253,256
'201802','156',' 서울서부지방법원 앞',257,280
'201802','157',' 애오개역 4번출구 앞',317,312
'201802','158',' 독립문 어린이 공원',197,257
'201802','159',' 이대역 4번 출구',190,69
'201802','160',' 북아현동 가구거리',157,130
'201802','161',' 무악재역1번 출구',83,75
'201802','162',' 봉원고가차도 밑',244,70
'201802','120',' 신수동 사거리',167,179
'201802','163',' 명지전문대학교 정문 앞',101,76
'201802','164',' 북가좌1동 주민센터 ',131,93
'201802','165',' 중앙근린공원',203,151
'201802','166',' 가재울 초등학교',342,326
'201802','167',' 연가초등학교 옆',136,26
'201802','168',' 남가좌동 사거리',89,54
'201802','169',' 북가좌 삼거리',120,73
'201802','170',' 가재울 뉴타운 주유소 옆',222,236
'201802','171',' 임광빌딩 앞',80,94
'201802','172',' 서대문소방서',154,93
'201802','121',' 마포소방서 앞',151,181
'201802','173',' 서대문역 8번출구 앞',235,268
'201802','175',' 홍연2교옆',367,409
'201802','179',' 가좌역 4번출구 앞',305,304
'201802','180',' 충정로역 7번출구 뒤',205,177
'201802','518',' 청계천 박물관 앞',113,115
'201802','519',' 양지사거리',192,134
'201802','520',' 상왕십리역 4번 출구 앞',190,124
'201802','521',' 왕십리역 11번 출구 앞',260,260
'201802','522',' 금호역 1번출구 앞',52,51
'201802','523',' 옥수동성당 옆',39,23
'201802','122',' 신성기사식당 앞',267,289
'201802','524',' 래미안금호하이리버 아파트 102동 옆',48,28
'201802','525',' 한양대병원사거리',318,295
'201802','526',' 용답토속공원 앞',187,219
'201802','529',' 장한평역 8번 출구 앞',392,364
'201802','530',' 청계벽산아파트 앞',215,200
'201802','533',' 우리은행 금호동 지점 앞',16,36
'201802','534',' 금호사거리',72,42
'201802','535',' 응봉삼거리',120,62
'201802','536',' 행당역 2번출구 앞',128,167
'201802','537',' 한양대후문역 부근',189,251
'201802','123',' 문화촌 공원',105,141
'201802','538',' 답십리역 8번출구 앞',173,215
'201802','550',' 서울시설공단 앞',201,210
'201802','539',' 군자교교차로',231,208
'201802','540',' 군자역 7번출구 베스트샵 앞',612,691
'201802','542',' 강변역 4번출구 뒤',136,141
'201802','543',' 구의공원(테크노마트 앞)',148,117
'201802','544',' 광남중학교',80,79
'201802','546',' 잠실대교북단 교차로',235,249
'201802','548',' 자양나들목',407,344
'201802','549',' 아차산역 3번출구',262,276
'201802','124',' 서강대 정문 건너편',275,233
'201802','600',' 휘경2동 주민센터',113,101
'201802','601',' 용신동주민센터',146,162
'201802','602',' 장안동 사거리',285,394
'201802','604',' 답십리초등학교 옆 공원',75,77
'201802','605',' 신설동역8번출구',116,102
'201802','606',' 휘경공고앞',29,60
'201802','608',' 전농삼성아파트',107,110
'201802','609',' 제기2교',271,262
'201802','125',' 서강대 남문 옆',265,284
'201802','610',' 동대문중 교차로',117,91
'201802','612',' 시립동부병원 앞 사거리',199,200
'201802','613',' 신설동역 10번출구 앞',215,229
'201802','614',' 용두동 사거리',365,368
'201802','615',' 용두동 레미안허브리츠아파트 앞',206,225
'201802','616',' 서울시립대 앞',150,25
'201802','617',' 청솔우성아파트 앞',185,193
'201802','227',' 양평2나들목 보행통로 입구',159,179
'201802','228',' 선유도역 3번출구 앞',290,276
'201802','229',' 양평1 보행육교 앞',175,190
'201802','126',' 서강대 후문 옆',401,443
'201802','231',' 남부고용노동지청 남측',154,136
'201802','232',' 양평우림 이비즈센타 앞',399,439
'201802','233',' YP 센터 앞',41,33
'201802','234',' 영등포구민체육센터 앞',112,83
'201802','235',' 신길동 우리은행 옆',140,182
'201802','236',' 문래동자이아파트 앞',165,155
'201802','237',' 보라매 두산위브 건너편',161,207
'201802','238',' 제2구민체육센타 앞',355,353
'201802','239',' 유스호스텔 앞',231,220
'201802','240',' 문래역 4번출구 앞',261,229
'201802','127',' 현대벤처빌 앞',122,55
'201802','241',' 신길우성1차아파트 앞 공원',128,138
'201802','242',' 신길선원가와인아파트 앞',153,160
'201802','243',' 이앤씨드림타워 앞',219,221
'201802','244',' 영등포삼환아파트 앞',291,323
'201802','245',' 삼성생명 당산사옥 앞',242,284
'201802','247',' 당산역 10번출구 앞',387,366
'201802','248',' 초원아파트 앞',151,141
'201802','249',' 여의도중학교 옆',104,108
'201802','250',' 대림아파트 사거리',136,153
'201802','251',' 서울지방병무청 버스정류장',129,137
'201802','101',' (구)합정동 주민센터',131,136
'201802','128',' 신촌역(2호선) 1번출구 옆',478,482
'201802','252',' 보라매역4번출구',184,219
'201802','253',' 신풍역 5번출구 인근',195,149
'201802','254',' 도림신협 앞',61,70
'201802','255',' 도림4거리',121,176
'201802','256',' 동아에코빌입구',130,118
'201802','257',' 신길삼거리(우리은행)',306,372
'201802','258',' 신길역3번출구',301,355
'201802','259',' 대방역6번출구',623,566
'201802','700',' KB국민은행 염창역 지점 앞',181,189
'201802','701',' 목동사거리 부근',61,72
'201802','129',' 신촌역(2호선) 6번출구 옆',208,303
'201802','702',' 목4동주민센터 옆',106,120
'201802','703',' 오목교역 7번출구 앞',493,573
'201802','704',' 남부법원검찰청 교차로',226,228
'201802','706',' 신정네거리역',130,144
'201802','707',' 신정3동주민센터',79,61
'201802','708',' 서울출입국관리사무소 앞',137,137
'201802','709',' 신정3동 현장민원실 앞',52,34
'201802','710',' 서부화물트럭터미널 사거리',44,39
'201802','711',' 신일해피트리아파트 앞',56,34
'201802','712',' 강월초교입구 사거리',62,84
'201802','130',' 신촌역(2호선) 7번출구 앞',261,293
'201802','713',' 양서중학교 옆',64,59
'201802','714',' 한국SGI 양천문화회관 앞',75,82
'201802','800',' 목월공원 앞',180,205
'201802','802',' 한강진역 2번 출구 앞',96,65
'201802','803',' 한남초교 앞 보도육교',41,46
'201802','805',' 문배어린이공원 앞',125,182
'201802','806',' 전자랜드 본관 앞',189,172
'201802','807',' 서울역 12번 출구 앞',179,153
'201802','808',' 서빙고동 금호맨션 앞',51,40
'201802','131',' 증산2교',162,148
'201802','809',' 한남 유수지 복개주차장',172,214
'201802','810',' 이태원지하보도',88,72
'201802','811',' 녹사평역1번출구',224,128
'201802','812',' 용산전쟁기념관',78,67
'201802','813',' 삼각지역 3번출구',110,128
'201802','815',' LIG강촌아파트 103동앞',153,156
'201802','385',' 종각역 5번출구',346,327
'201802','386',' 올림픽기념 국민생활관 앞',225,175
'201802','387',' 훈련원공원주차장 앞',132,137
'201802','181',' 망원초록길 입구',42,29
'201802','132',' 창천문화공원',198,170
'201802','182',' 망원2빗물펌프장 앞',147,118
'201802','183',' 하늘채코오롱아파트 건너편',529,469
'201802','184',' SK망원동주유소 건너편',335,314
'201802','185',' 마포 신수공원 앞',282,199
'201802','186',' 월드컵공원',170,216
'201802','177',' 북가좌 초등학교',31,36
'201802','188',' 홍은동 정원여중 입구',141,130
'201802','191',' 정명학원',128,154
'201802','192',' 연서어린이공원',191,159
'201802','178',' 증산3교 앞',168,167
'201802','133',' 해담는다리',193,248
'201802','194',' 증산교 앞',315,309
'201802','195',' 모래내고가차도 ',162,112
'201802','196',' 연희교차로 인근',108,69
'201802','198',' 충정2교',181,168
'201802','556',' 달맞이공원',50,41
'201802','557',' 도선동 주민센터 앞',193,159
'201802','558',' 성동광진 교육지원청 앞',211,231
'201802','134',' 연세로 명물길',128,170
'201802','559',' 왕십리역 4번 출구 건너편',220,253
'201802','560',' 비전교회 앞',198,209
'201802','561',' 서울숲역 2번출구 앞',197,170
'201802','562',' 군자지하보도 앞',167,135
'201802','563',' 성동세무서 건너편',458,596
'201802','564',' 금호역 3번출구',15,9
'201802','565',' 옥수역 3번출구',289,332
'201802','567',' 성수역 2번출구 앞',569,534
'201802','568',' 청계8가사거리 부근',374,406
'201802','135',' 명물길 원형무대 앞',92,148
'201802','569',' 응봉현대아파트 정류소',48,24
'201802','578',' 성동세무서 부근',253,266
'201802','579',' 마장역 4번출구',171,165
'201802','580',' 신금호역 3번출구 뒤',57,12
'201802','581',' 용답초등학교',141,146
'201802','582',' 경일중학교 앞',188,176
'201802','583',' 청계천 생태교실 앞',259,244
'201802','551',' 구의삼성쉐르빌 앞',317,308
'201802','552',' 대림아크로리버 앞',43,69
'201802','553',' 중곡 성원APT 앞',148,133
'201802','136',' 대흥동 주민센터',130,45
'201802','555',' 구의3동주민센터',76,95
'201802','571',' 어린이대공원역6번출구',376,319
'201802','572',' 국립정신 건강센터 앞',67,48
'201802','573',' 구의문주차장 앞',358,271
'201802','574',' 아차산역4번출구',270,158
'201802','575',' 중앙농협 중곡지점',42,44
'201802','576',' 광나루역 3번 출구',114,145
'201802','577',' 광진청소년수련관',134,156
'201802','621',' 동대문중학교 옆',71,54
'201802','137',' NH농협 신촌지점 앞',101,47
'201802','622',' 전농사거리 교통섬',145,207
'201802','623',' 서울시립대 정문 앞',376,203
'201802','624',' 전농동 동아아파트 앞',287,320
'201802','625',' 답십리초등학교 앞(현대시장 옆)',232,307
'201802','626',' 군자교 서측 녹지대',81,98
'201802','627',' 장안동삼거리 교통섬',122,99
'201802','628',' 휘봉고등학교 앞',36,43
'201802','630',' 동대문구 보건소',240,216
'201802','631',' 답십리역 1번출구',259,332
'201802','102',' 망원역 1번출구 앞',421,432
'201802','138',' 신촌동 제1공영주차장 앞',213,149
'201802','633',' 청량리 기업은행 앞',300,390
'201802','634',' 외국어대 정문 앞',270,292
'201802','635',' 시조사 앞 (청량고정문 옆)',238,217
'201802','636',' 세종대왕기념관 교차로',112,111
'201802','637',' KAIST 경영대학 앞',192,199
'201802','638',' 서울시립대 정보기술관',59,144
'201802','639',' 서울시립대 후문',247,203
'201802','640',' KEB하나은행 청량리역지점',143,162
'201802','641',' 용두역 4번출구',248,289
'201802','642',' 신답역 사거리',110,93
'201802','140',' 이화여대 후문',194,222
'201802','643',' 동대문구민체육센터 (육교아래)',106,131
'201802','230',' 영등포구청역 1번출구',504,504
'201802','260',' 여의도 마리나선착장 앞',65,59
'201802','262',' 영문초등학교 사거리',315,362
'201802','263',' 근로자회관 사거리',328,310
'201802','264',' 교보생명보험 앞',124,108
'201802','265',' 영등포유통상가 사거리',141,99
'201802','141',' 연대 대운동장 옆',181,126
'201802','266',' 영등포청과시장 사거리',257,295
'201802','267',' 삼성화재 사옥 옆',153,137
'201802','268',' 그랜드컨벤션센터 앞',178,183
'201802','270',' 증권거래소후문교차로',149,139
'201802','271',' 샛강생태공원방문자센터 앞',90,70
'201802','272',' 당산육갑문',179,239
'201802','716','신정6동 주민센터 인근',271,294
'201802','139',' 연세대 정문 건너편',139,87
'201802','719',' 홍익병원앞 교차로',129,140
'201802','720',' 서울강월초등학교 앞',79,23
'201802','816',' 신용산역 6번출구 앞',428,469
'201802','817',' 삼각지역 4번출구 앞',99,90
'201802','818',' 숙명여대 입구 교차로',191,245
'201802','819',' 선린인터넷 고등학교',181,204
'201802','820',' 청파동입구 교차로',137,133
'201802','822',' 이촌1동 마을공원',92,94
'201802','823',' 효창동주민센터 앞',71,83
'201802','825',' 서빙고동 주민센터 앞',194,222
'201802','199',' 서울 월드컵 경기장',137,96
'201802','388',' 동성중학교 앞',193,139
'201802','584',' 광진광장 교통섬',274,281
'201802','585',' 성수2가1동 공영주차장 인근',249,229
'201802','586',' 마장동 주민센터',150,147
'201802','900',' 은평예술회관',194,229
'201802','901',' 응암1동사무소',178,181
'201802','200',' 국회의원회관',120,105
'201802','902',' 진관동 은빛초등학교',35,35
'201802','903',' 은평뉴타운 아이파크',66,75
'201802','904',' 은평뉴타운 푸르지오',96,108
'201802','905',' 구파발역 2번출구',174,161
'201802','906',' 연신내역 5번출구150M 아래',313,371
'201802','907',' CJ 드림시티',487,606
'201802','908',' 구산역 4번출구',118,125
'201802','909',' 백련산 힐스테이트 3차',94,37
'201802','911',' 은평평화공원(역촌역4번출구)',233,209
'201802','201',' 진미파라곤 앞',214,208
'201802','912',' 응암오거리',222,276
'201802','913',' 이마트 은평점',284,304
'201802','914',' 새절역 2번출구',242,297
'201802','915',' 증산역 4번출구',155,198
'201802','916',' 평생학습관 앞',203,178
'201802','917',' 녹번역 4번출구',224,142
'201802','919',' 서울혁신파크',63,62
'201802','921',' 신도고등학교',103,51
'201802','202',' 국민일보 앞',416,422
'201802','922',' 연신내역 4번출구',90,82
'201802','923',' 국민은행 연서지점',108,105
'201802','924',' 메뚜기다리',56,16
'201802','925',' 불광역 2번출구',96,55
'201802','926',' 불광역 8번출구',261,240
'201802','927',' 연신내역 3번출구 인근',75,85
'201802','928',' 은평역사한옥박물관',24,24
'201802','930',' 구 서부경찰서 건너편',140,144
'201802','931',' 역촌파출소',272,352
'201802','932',' 예일여중',138,143
'201802','933',' LG서비스 역촌점',139,126
'201802','587',' KEB하나은행 성수중앙지점',165,104
'201802','588',' 뚝섬 유원지역',164,118
'201802','1001',' 광진교 남단 사거리(디지털프라자앞)',194,179
'201802','1002',' 해공공원(천호동)',88,101
'201802','1003',' 해공도서관앞',86,88
'201802','1004',' 삼성광나루아파트 버스정류장',77,132
'201802','1006',' 롯데캐슬 115동앞',59,55
'201802','1007','암사동 선사유적지',15,17
'201802','1008',' 암사역 3번출구(국민은행앞)',145,166
'201802','1009',' 천호역4번출구(현대백화점)',255,222
'201802','1010',' 강동세무서',217,192
'201802','1011',' LIGA 아파트 앞',291,299
'201802','1012',' 서울 상운차량',75,90
'201802','1013',' 강동구청역 1번 출입구',141,113
'201802','1014',' 강동구평생학습관앞',104,66
'201802','1015',' 샛마을 근린공원',88,111
'201802','103',' 망원역 2번출구 앞',299,336
'201802','204',' 국회의사당역 5번출구 옆',201,197
'201802','1016',' 해뜨는 주유소옆 리엔파크 109동앞',39,32
'201802','1017',' 맥도날드(길동)',124,115
'201802','1019',' 다성이즈빌아파트(호원대 대각선 맞은편)',175,224
'201802','1020',' 강동경찰서',253,279
'201802','1021',' 강일동 리슈빌 빌딩앞',43,42
'201802','1022',' 길동 사거리(초소앞)',95,69
'201802','589',' 성수역3번출구',289,288
'201802','1101',' 개화동상사마을종점 버스정류장',16,14
'201802','1102',' 방화사거리 마을버스 버스정류장',98,111
'201802','1105',' 방화근린공원',25,23
'201802','203',' 국회의사당역 3번출구 옆',230,214
'201802','1108',' 공항시장역 1번출구',52,35
'201802','1109',' 공항시장역 4번출구',73,58
'201802','1111',' 마곡엠밸리6_7단지 마곡중학교',60,61
'201802','1112',' 마곡엠밸리4단지 정문',139,129
'201802','1113',' 서남환경공원 버스정류장',105,107
'201802','1114',' 서남물재생센터 버스정류장',30,24
'201802','1118',' 증미역 3번출구뒤(등촌두산위브센티움오피스텔)',177,210
'201802','1119',' 염창동 한마음아파트앞(염창동 빛나는 음악학원앞)',148,127
'201802','1120',' 대림경동아파트앞',207,231
'201802','1121',' 가양레포츠센터앞',113,86
'201802','205',' 산업은행 앞',210,194
'201802','1122',' 황금내근린공원',156,197
'201802','1123',' 공암나루근린공원 관리사무소옆',168,158
'201802','1124',' 발산역 6번출구옆(다이소앞)',326,318
'201802','1126',' 우장산역 1번출구옆(우장산아이파크105동앞)',126,113
'201802','1127',' 화곡역(에이스정형외과앞) 버스정류장',73,72
'201802','1129',' 화곡역 1번 출구 앞',73,80
'201802','1130',' 화곡본동시장 버스정류장',40,27
'201802','1131',' 꿈돌이공원 앞',91,117
'201802','1132',' 등촌역 7번출구',99,97
'201802','206',' KBS 앞',335,314
'201802','1135',' 강서구의회',105,82
'201802','1136',' 등촌2파출소',31,24
'201802','1137',' 등촌2동주민센터',69,52
'201802','1139',' 용문사 버스정류장',93,53
'201802','1140',' 목동사거리 버스정류장',94,99
'201802','1141',' 곰달래 문화복지센터 1-1',82,125
'201802','1145',' 곰달래 문화복지센터 1-2',49,57
'201802','1146',' 곰달래사거리',60,88
'201802','1148',' 볏골공원',55,66
'201802','1205',' 종합운동장역 4번출구',142,121
'201802','1206',' 9호선종합운동장역 9번출구',206,225
'201802','1208',' 풍납현대아파트쉼터',151,166
'201802','1209',' 잠실나루역 (2번 출구 쪽)',366,303
'201802','1213',' 백토공원 앞',130,141
'201802','1215',' 올림픽공원역 1번출구 앞',217,200
'201802','1217',' 송파파인타운 7단지',70,63
'201802','1220',' 잠실본동주민센터뒤 잠실근린공원',195,183
'201802','1222',' 잠실새내역 5번 출구 뒤',288,346
'201802','1224',' 아시아지하보도 2번 출구',153,206
'201802','1229',' 송파체육문화회관 앞',30,30
'201802','209',' 유진투자증권빌딩 앞',241,232
'201802','1232',' 롯데마트 주차장 옆',147,141
'201802','1233',' 잠실3거리(갤러리아팰리스)',104,84
'201802','1235',' 잠실트리지움310동 옆',104,133
'201802','174',' 명지대학교 학생회관',36,39
'201802','176',' 명지대학교 도서관',236,234
'201802','1313',' 정릉현대힐스테이트 1차 후문',75,82
'201802','1401',' 극동늘푸른아파트',97,102
'201802','1314',' 정릉꿈에그린1단지 201동 앞',56,59
'201802','210',' IFC몰',434,429
'201802','1315',' 고려사대부속중고 정문',72,61
'201802','1402',' 금란주차장 앞',74,81
'201802','1316',' 고려사대부속중고 건너편 ',31,40
'201802','1318',' 길음역 3번출구 뒤',124,134
'201802','1319',' 종암사거리 분수대',173,170
'201802','1322',' 래미안라센트아파트 103동 앞',159,152
'201802','1403',' 중화빌딩 앞 (동부시장)',226,223
'201802','1323',' 월곡역 입구 육교 밑',143,125
'201802','1405',' 망우역 1번출구',148,187
'201802','1406',' 망우청소년수련관',36,23
'201802','211',' 여의도역 4번출구 옆',481,473
'201802','1408',' 먹골역 6번출구 앞',102,110
'201802','1325',' 상월곡역 4번출구',53,38
'201802','1326',' 상월곡역 1번출구',65,52
'201802','1410',' 면목 대원칸타빌아파트',20,13
'201802','1327',' 상월곡역 3번출구',88,75
'201802','1412',' 면목초등학교',46,46
'201802','1413',' 봉화산역 5번출구 뒤',53,79
'201802','1332',' 석계역 5번출구 건너편',85,123
'201802','1333',' 석관초등학교 앞',76,78
'201802','212',' 여의도역 1번출구 옆',410,250
'201802','1334',' 석관동주민센터 앞',30,29
'201802','1418',' 새솔초등학교',28,26
'201802','1441',' 신내능말공원',90,68
'201802','1420',' 신내어울공원 앞',53,71
'201802','1421',' 신내역 4번출구',37,27
'201802','1422',' 신내우디안아파트 1단지',32,18
'201802','1424',' 양원역 2번출구',11,28
'201802','1425',' 용마문화복지센터',36,40
'201802','213',' KT앞',301,272
'201802','1426',' 면목도시개발아파트 1동 앞',68,34
'201802','1434',' 홈플러스 면목동점',38,77
'201802','1435',' 능산삼거리',13,10
'201802','1436',' 영풍마드레빌',42,48
'201802','1437',' 늘푸른공원 앞',53,80
'201802','1438',' 홈플러스 신내점 앞',194,170
'201802','1320',' 종암 농협지점 앞',137,136
'201802','1404',' 동일로 지하차도',115,75
'201802','104',' 합정역 1번출구 앞',374,270
'201802','214',' 금융감독원 앞',199,147
'201802','1601',' 석계역 문화광장 내 자전거 보관소',204,192
'201802','1603',' 롯데캐슬 102동 코너(월계주유소건너)',99,133
'201802','1606',' 태릉입구역 3번출구 ',104,113
'201802','1610',' 화랑대역 2번출구 앞',144,180
'201802','1611',' 과기대 입구(우)',158,153
'201802','1616',' 하계2동 공항버스정류장 옆',188,178
'201802','1617',' 하계동 중평어린이공원 앞',63,81
'201802','1623',' 노원 구민회관',191,170
'201802','1634',' 당고개공원 대여소',72,58
'201802','1635','4동 주민센터 대여소',60,32
'201802','218',' 증권거래소 앞',171,152
'201802','1636',' 백병원 사거리 농협은행 앞',210,190
'201802','1637',' KT 노원점 건물 앞',317,339
'201802','1639',' 희성오피앙',43,44
'201802','1702',' 녹천역 1번출구 앞',66,56
'201802','1705',' 도봉구청 정문앞',93,88
'201802','1707',' 도봉구민회관',63,46
'201802','1709',' 쌍문역4번출구 주변',117,97
'201802','1712',' 창동역공영주차장앞',96,98
'201802','1804',' 독산역 2번출구 자전거주차장',110,112
'201802','219',' 롯데캐슬엠파이어 옆',198,161
'201802','1805',' 서울디지털운동장 앞',56,57
'201802','1806',' 에이스하이엔드타워9차 앞',43,38
'201802','1808',' 에이스하이엔드타워8차 앞',192,167
'201802','1809',' LG전자 별관동(호서대 벤처타워 맞은편)',112,115
'201802','1812',' 갑을그레이트밸리 앞',118,155
'201802','1814',' 두산위브아파트 옆 상가건물 앞',123,125
'201802','1816',' 금천폭포공원 앞',15,9
'201802','1820',' 신한은행 시흥대로금융센터지점',21,28
'201802','1821',' 홈플러스 시흥점 맞은편 다비치안경 앞',26,33
'201802','220',' 미성아파트 A동 앞',195,153
'201802','1822',' 서울 시흥동우체국 앞',36,40
'201802','1823',' 상신정비공업 앞',40,26
'201802','1824',' 독산근린공원 입구',135,147
'201802','1825',' 한신아파트 앞 육교 아래',22,20
'201802','1826',' 한신코아 앞',50,53
'201802','1828',' 한양수자인아파트 앞',36,26
'201802','1829',' 홈플러스 금천점 앞',96,99
'201802','1830',' 빅마켓 금천점 앞',97,90
'201802','1831',' 메이퀸웨딩컨벤션 앞',80,62
'201802','1833',' 독산역 1번출구 앞 자전거보관소',84,95
'201802','215',' 여의도고교 앞',81,90
'201802','1834',' 월드메르디앙 벤처센터 2차',122,174
'201802','1835',' STX V타워',41,46
'201802','1819',' 금천구청 앞 자전거거치대',43,32
'201802','1503',' 이디야 커피 수유역점 앞',227,211
'201802','1504',' 다이소 삼양시장점',68,30
'201802','1506',' 강북문화예술회관',120,114
'201802','1514',' 강북구청 사거리 버스정류소 앞',148,143
'201802','1525',' 미아동 복합청사',22,18
'201802','1515',' 송천동 주민센터',58,68
'201802','216',' 삼부아파트1동 앞',339,373
'201802','1520',' 성실교회',42,64
'201802','1519',' 세븐일레븐 수유장미원점 앞',73,61
'201802','1516',' 우이초등학교 후문 옆',33,20
'201802','1518',' SK telecom(수유직영점) 앞',44,58
'201802','1321',' 국민은행 종암동지점 앞',282,272
'201802','1703',' 도봉산광역환승센터앞 ',45,51
'201802','1708',' 보건소사거리(다비치안경창동점)',60,55
'201802','217',' NH농협은행 앞',373,399
'201802','1827',' 독산보도육교 앞 자전거 보관소',132,128
'201802','1836',' 금천구립 독산도서관',16,23
'201802','1901',' 신도림동주민센터 앞',76,80
'201802','1904',' 도림천역 1번 출구 앞',153,153
'201802','1906',' 신도림역 1번 출구 앞',457,451
'201802','1907',' 구일우성(아) 육교 밑',127,108
'201802','1908',' 해원리바파크 육교 밑',237,234
'201802','1910',' 낙원교회 맞은편',25,28
'201802','1911',' 구로디지털단지역 앞',436,452
'201802','1912',' 한신휴아파트 앞',107,120
'201802','221',' 여의도초교 앞',323,370
'201802','1913',' 구로리공원',77,86
'201802','1916',' 구로중학교앞',42,33
'201802','1920',' 서울미래초등학교 사거리',85,60
'201802','1924',' 삼부르네상스파크빌',54,26
'201802','1928',' 고척스카이돔구장 광장',127,109
'201802','1929',' 고척근린공원 고척도서관 앞',75,70
'201802','1930',' 개봉지구대 개봉치안센터',30,32
'201802','1933',' 개봉푸르지오아파트 상가',71,84
'201802','1937',' 한진아파트 입구',52,53
