'대여일자','대여소번호','대여소','대여건수','반납건수'
'201708','639',' 서울시립대 후문',1228,951
'201708','640',' KEB하나은행 청량리역지점',416,439
'201708','641',' 용두역 4번출구',929,1028
'201708','642',' 신답역 사거리',481,490
'201708','140',' 이화여대 후문',422,410
'201708','643',' 동대문구민체육센터 (육교아래)',515,554
'201708','230',' 영등포구청역 1번출구',1552,1512
'201708','260',' 여의도 마리나선착장 앞',496,381
'201708','262',' 영문초등학교 사거리',999,1115
'201708','263',' 근로자회관 사거리',751,781
'201708','264',' 교보생명보험 앞',500,462
'201708','265',' 영등포유통상가 사거리',502,448
'201708','141',' 연대 대운동장 옆',535,448
'201708','266',' 영등포청과시장 사거리',1109,1143
'201708','267',' 삼성화재 사옥 옆',691,622
'201708','268',' 그랜드컨벤션센터 앞',692,634
'201708','270',' 증권거래소후문교차로',426,356
'201708','271',' 샛강생태공원방문자센터 앞',408,257
'201708','272',' 당산육갑문',1420,1423
'201708','716','신정6동 주민센터 인근',678,798
'201708','139',' 연세대 정문 건너편',420,205
'201708','719',' 홍익병원앞 교차로',317,340
'201708','720',' 서울강월초등학교 앞',234,134
'201708','816',' 신용산역 6번출구 앞',1604,1642
'201708','817',' 삼각지역 4번출구 앞',383,349
'201708','818',' 숙명여대 입구 교차로',831,864
'201708','819',' 선린인터넷 고등학교',727,850
'201708','820',' 청파동입구 교차로',514,600
'201708','822',' 이촌1동 마을공원',458,453
'201708','823',' 효창동주민센터 앞',251,315
'201708','825',' 서빙고동 주민센터 앞',1413,1729
'201708','199',' 서울 월드컵 경기장',645,441
'201708','388',' 동성중학교 앞',598,556
'201708','584',' 광진광장 교통섬',1400,1083
'201708','585',' 성수2가1동 공영주차장 인근',823,865
'201708','586',' 마장동 주민센터',340,419
'201708','900',' 은평예술회관',483,562
'201708','901',' 응암1동사무소',701,751
'201708','200',' 국회의원회관',491,362
'201708','902',' 진관동 은빛초등학교',196,187
'201708','903',' 은평뉴타운 아이파크',294,346
'201708','904',' 은평뉴타운 푸르지오',384,404
'201708','905',' 구파발역 2번출구',865,865
'201708','906',' 연신내역 5번출구150M 아래',1194,1286
'201708','907',' CJ 드림시티',2175,2738
'201708','908',' 구산역 4번출구',487,430
'201708','909',' 백련산 힐스테이트 3차',333,167
'201708','911',' 은평평화공원(역촌역4번출구)',826,757
'201708','201',' 진미파라곤 앞',983,900
'201708','912',' 응암오거리',274,362
'201708','913',' 이마트 은평점',1296,1332
'201708','914',' 새절역 2번출구',1572,2171
'201708','915',' 증산역 4번출구',607,820
'201708','916',' 평생학습관 앞',575,662
'201708','917',' 녹번역 4번출구',647,379
'201708','919',' 서울혁신파크',271,260
'201708','921',' 신도고등학교',305,194
'201708','202',' 국민일보 앞',1366,1586
'201708','922',' 연신내역 4번출구',434,410
'201708','923',' 국민은행 연서지점',314,306
'201708','924',' 메뚜기다리',180,127
'201708','925',' 불광역 2번출구',367,320
'201708','926',' 불광역 8번출구',731,774
'201708','927',' 연신내역 3번출구 인근',362,295
'201708','928',' 은평역사한옥박물관',123,63
'201708','930',' 구 서부경찰서 건너편',295,318
'201708','931',' 역촌파출소',856,1117
'201708','중랑센터','중랑센터',13,16
'201708','932',' 예일여중',571,573
'201708','933',' LG서비스 역촌점',621,713
'201708','587',' KEB하나은행 성수중앙지점',663,546
'201708','588',' 뚝섬 유원지역',939,856
'201708','위트콤','위트콤',51,51
'201708','1001',' 광진교 남단 사거리(디지털프라자앞)',859,885
'201708','1002',' 해공공원(천호동)',358,421
'201708','1003',' 해공도서관앞',372,390
'201708','1004',' 삼성광나루아파트 버스정류장',347,614
'201708','1006',' 롯데캐슬 115동앞',364,306
'201708','1007','암사동 선사유적지',60,65
'201708','1008',' 암사역 3번출구(국민은행앞)',510,674
'201708','1010',' 강동세무서',591,522
'201708','1011',' LIGA 아파트 앞',675,652
'201708','1012',' 서울 상운차량',719,682
'201708','1013',' 강동구청역 1번 출입구',884,855
'201708','1014',' 강동구평생학습관앞',289,211
'201708','1015',' 샛마을 근린공원',198,272
'201708','103',' 망원역 2번출구 앞',1505,1433
'201708','204',' 국회의사당역 5번출구 옆',646,631
'201708','1016',' 해뜨는 주유소옆 리엔파크 109동앞',180,203
'201708','1017',' 맥도날드(길동)',443,506
'201708','1019',' 다성이즈빌아파트(호원대 대각선 맞은편)',425,510
'201708','1020',' 강동경찰서',621,719
'201708','1021',' 강일동 리슈빌 빌딩앞',278,247
'201708','1022',' 길동 사거리(초소앞)',376,363
'201708','589',' 성수역3번출구',11,11
'201708','1101',' 개화동상사마을종점 버스정류장',60,93
'201708','1102',' 방화사거리 마을버스 버스정류장',363,385
'201708','1105',' 방화근린공원',152,180
'201708','203',' 국회의사당역 3번출구 옆',802,792
'201708','1108',' 공항시장역 1번출구',128,159
'201708','1109',' 공항시장역 4번출구',186,174
'201708','1111',' 마곡엠밸리6_7단지 마곡중학교',632,725
'201708','1112',' 마곡엠밸리4단지 정문',378,430
'201708','1113',' 서남환경공원 버스정류장',296,350
'201708','1114',' 서남물재생센터 버스정류장',67,57
'201708','1118',' 증미역 3번출구뒤(등촌두산위브센티움오피스텔)',797,891
'201708','1119',' 염창동 한마음아파트앞(염창동 빛나는 음악학원앞)',361,471
'201708','1120',' 대림경동아파트앞',852,999
'201708','1121',' 가양레포츠센터앞',736,785
'201708','205',' 산업은행 앞',983,872
'201708','1122',' 황금내근린공원',781,860
'201708','1123',' 공암나루근린공원 관리사무소옆',883,969
'201708','1124',' 발산역 6번출구옆(다이소앞)',1191,1239
'201708','1126',' 우장산역 1번출구옆(우장산아이파크105동앞)',493,461
'201708','1127',' 화곡역(에이스정형외과앞) 버스정류장',374,337
'201708','1129',' 화곡역 1번 출구 앞',353,339
'201708','1130',' 화곡본동시장 버스정류장',166,183
'201708','1131',' 꿈돌이공원 앞',448,581
'201708','1132',' 등촌역 7번출구',710,749
'201708','206',' KBS 앞',1153,1095
'201708','1135',' 강서구의회',340,313
'201708','1136',' 등촌2파출소',218,135
'201708','1137',' 등촌2동주민센터',177,147
'201708','1139',' 용문사 버스정류장',284,362
'201708','1140',' 목동사거리 버스정류장',229,304
'201708','1141',' 곰달래 문화복지센터 1-1',242,363
'201708','1145',' 곰달래 문화복지센터 1-2',184,236
'201708','1146',' 곰달래사거리',273,408
'201708','1148',' 볏골공원',130,152
'201708','1205',' 종합운동장역 4번출구',481,414
'201708','1206',' 9호선종합운동장역 9번출구',821,708
'201708','1209',' 잠실나루역 (2번 출구 쪽)',992,936
'201708','1213',' 백토공원 앞',270,276
'201708','1215',' 올림픽공원역 1번출구 앞',1067,1115
'201708','1217',' 송파파인타운 7단지',264,302
'201708','1220',' 잠실본동주민센터뒤 잠실근린공원',446,569
'201708','1222',' 잠실새내역 5번 출구 뒤',1,1
'201708','1224',' 아시아지하보도 2번 출구',789,860
'201708','1229',' 송파체육문화회관 앞',83,69
'201708','209',' 유진투자증권빌딩 앞',1146,1226
'201708','1232',' 롯데마트 주차장 옆',696,666
'201708','1233',' 잠실3거리(갤러리아팰리스)',449,447
'201708','1234',' 레이크팰리스 동문우측',0,4
'201708','1235',' 잠실트리지움310동 옆',736,822
'201708','176',' 명지대학교 도서관',1005,1152
'201708','1313',' 정릉현대힐스테이트 1차 후문',294,393
'201708','1401',' 극동늘푸른아파트',473,503
'201708','1314',' 정릉꿈에그린1단지 201동 앞',122,136
'201708','210',' IFC몰',1363,1443
'201708','1315',' 고려사대부속중고 정문',255,214
'201708','1402',' 금란주차장 앞',240,286
'201708','1316',' 고려사대부속중고 건너편 ',198,86
'201708','1318',' 길음역 3번출구 뒤',111,139
'201708','1319',' 종암사거리 분수대',636,713
'201708','1322',' 래미안라센트아파트 103동 앞',216,256
'201708','1403',' 중화빌딩 앞 (동부시장)',887,973
'201708','1323',' 월곡역 입구 육교 밑',459,584
'201708','1405',' 망우역 1번출구',799,824
'201708','1406',' 망우청소년수련관',113,86
'201708','211',' 여의도역 4번출구 옆',1842,1633
'201708','1408',' 먹골역 6번출구 앞',363,392
'201708','1325',' 상월곡역 4번출구',172,124
'201708','1326',' 상월곡역 1번출구',175,202
'201708','1410',' 면목 대원칸타빌아파트',153,142
'201708','1327',' 상월곡역 3번출구',188,158
'201708','1412',' 면목초등학교',290,402
'201708','1413',' 봉화산역 5번출구 뒤',236,280
'201708','1332',' 석계역 5번출구 건너편',335,365
'201708','1333',' 석관초등학교 앞',314,368
'201708','212',' 여의도역 1번출구 옆',1540,921
'201708','1334',' 석관동주민센터 앞',122,101
'201708','1418',' 새솔초등학교',105,101
'201708','1441',' 신내능말공원',263,156
'201708','1420',' 신내어울공원 앞',209,246
'201708','1421',' 신내역 4번출구',34,55
'201708','1422',' 신내우디안아파트 1단지',65,51
'201708','1424',' 양원역 2번출구',53,42
'201708','1425',' 용마문화복지센터',234,188
'201708','213',' KT앞',1406,1213
'201708','1426',' 면목도시개발아파트 1동 앞',129,83
'201708','1434',' 홈플러스 면목동점',234,302
'201708','1435',' 능산삼거리',98,105
'201708','1437',' 늘푸른공원 앞',251,355
'201708','1438',' 홈플러스 신내점 앞',416,494
'201708','1320',' 종암 농협지점 앞',226,315
'201708','위트콤공장','위트콤공장',8,8
'201708','1404',' 동일로 지하차도',363,388
'201708','104',' 합정역 1번출구 앞',1426,1164
'201708','214',' 금융감독원 앞',916,652
'201708','1601',' 석계역 문화광장 내 자전거 보관소',775,719
'201708','1603',' 롯데캐슬 102동 코너(월계주유소건너)',496,631
'201708','1606',' 태릉입구역 3번출구 ',765,819
'201708','1610',' 화랑대역 2번출구 앞',786,821
'201708','1611',' 과기대 입구(우)',862,888
'201708','1616',' 하계2동 공항버스정류장 옆',680,753
'201708','1617',' 하계동 중평어린이공원 앞',175,207
'201708','1623',' 노원 구민회관',639,678
'201708','1634',' 당고개공원 대여소',112,117
'201708','1635','4동 주민센터 대여소',82,46
'201708','218',' 증권거래소 앞',645,469
'201708','1636',' 백병원 사거리 농협은행 앞',721,660
'201708','1637',' KT 노원점 건물 앞',1113,982
'201708','1639',' 희성오피앙',136,158
'201708','1702',' 녹천역 1번출구 앞',226,240
'201708','1705',' 도봉구청 정문앞',436,498
'201708','1707',' 도봉구민회관',235,227
'201708','1709',' 쌍문역4번출구 주변',448,388
'201708','1712',' 창동역공영주차장앞',445,450
'201708','1802',' 가산디지털단지역 5번출구',0,1
'201708','1804',' 독산역 2번출구 자전거주차장',0,23
'201708','219',' 롯데캐슬엠파이어 옆',746,643
'201708','1805',' 서울디지털운동장 앞',250,143
'201708','1806',' 에이스하이엔드타워9차 앞',0,1
'201708','1808',' 에이스하이엔드타워8차 앞',200,126
'201708','1809',' LG전자 별관동(호서대 벤처타워 맞은편)',144,91
'201708','1814',' 두산위브아파트 옆 상가건물 앞',207,207
'201708','1816',' 금천폭포공원 앞',119,101
'201708','1817',' 금빛공원',0,21
'201708','1820',' 신한은행 시흥대로금융센터지점',89,131
'201708','1821',' 홈플러스 시흥점 맞은편 다비치안경 앞',93,115
'201708','220',' 미성아파트 A동 앞',819,646
'201708','1822',' 서울 시흥동우체국 앞',156,171
'201708','1823',' 상신정비공업 앞',132,113
'201708','1824',' 독산근린공원 입구',300,324
'201708','1825',' 한신아파트 앞 육교 아래',80,115
'201708','1826',' 한신코아 앞',170,216
'201708','1828',' 한양수자인아파트 앞',119,89
'201708','1829',' 홈플러스 금천점 앞',177,169
'201708','1830',' 빅마켓 금천점 앞',208,243
'201708','1831',' 메이퀸웨딩컨벤션 앞',75,86
'201708','1833',' 독산역 1번출구 앞 자전거보관소',126,140
'201708','215',' 여의도고교 앞',709,712
'201708','1834',' 월드메르디앙 벤처센터 2차',385,385
'201708','1835',' STX V타워',367,345
'201708','1819',' 금천구청 앞 자전거거치대',135,144
'201708','1503',' 이디야 커피 수유역점 앞',662,626
'201708','1504',' 다이소 삼양시장점',235,222
'201708','1506',' 강북문화예술회관',303,357
'201708','1514',' 강북구청 사거리 버스정류소 앞',270,288
'201708','1525',' 미아동 복합청사',300,250
'201708','1515',' 송천동 주민센터',283,319
'201708','216',' 삼부아파트1동 앞',1330,1249
'201708','1520',' 성실교회',175,141
'201708','1519',' 세븐일레븐 수유장미원점 앞',274,298
'201708','1516',' 우이초등학교 후문 옆',21,20
'201708','1518',' SK telecom(수유직영점) 앞',175,193
'201708','1703',' 도봉산광역환승센터앞 ',79,137
'201708','1708',' 보건소사거리(다비치안경창동점)',253,262
'201708','217',' NH농협은행 앞',827,1015
'201708','1827',' 독산보도육교 앞 자전거 보관소',390,461
'201708','1836',' 금천구립 독산도서관',45,23
'201708','1901',' 신도림동주민센터 앞',599,649
'201708','1904',' 도림천역 1번 출구 앞',671,663
'201708','1906',' 신도림역 1번 출구 앞',2107,2129
'201708','1907',' 구일우성(아) 육교 밑',275,268
'201708','1908',' 해원리바파크 육교 밑',734,818
'201708','1910',' 낙원교회 맞은편',0,16
'201708','1911',' 구로디지털단지역 앞',990,1030
'201708','1912',' 한신휴아파트 앞',299,281
'201708','221',' 여의도초교 앞',1305,1173
'201708','1913',' 구로리공원',183,174
'201708','1916',' 구로중학교앞',263,260
'201708','1920',' 서울미래초등학교 사거리',66,123
'201708','1928',' 고척스카이돔구장 광장',466,437
'201708','1929',' 고척근린공원 고척도서관 앞',220,193
'201708','1930',' 개봉지구대 개봉치안센터',126,166
'201708','1933',' 개봉푸르지오아파트 상가',362,532
'201708','1937',' 한진아파트 입구',182,205
'201708','222',' 시범아파트버스정류장 옆',1619,2065
'201708','1940',' 예성 라온팰리스 앞',193,218
'201708','2002',' 노들역 1번출구',1602,1836
'201708','2007',' 유한양행앞',932,790
'201708','2008',' 노량진근린공원 대방공원',287,219
'201708','2013',' 장승배기역 5번출구',1205,914
'201708','2016',' 신대방삼거리역 3번출구쪽',306,359
'201708','223',' 진주아파트상가 앞',1224,1098
'201708','2020',' 장승배기역2번출구뒷편쪽',310,247
'201708','2024',' 상도역 1번출구',575,570
'201708','2025',' 흑석역 1번출구',531,647
'201708','2027',' 중앙대학교 정문',301,256
'201708','2036',' 정금마을 마을버스정류장',189,201
'201708','2037',' 동작역 5번출구 동작주차공원',268,266
'201708','2038',' 동작역 7번출구',108,102
'201708','2050',' 노량진역 5번출구',1458,1809
'201708','105',' 합정역 5번출구 앞',845,679
'201708','224',' 롯데캐슬 앞',1353,1251
'201708','2054',' 삼익아파트',396,412
'201708','2057',' 상도 아이파크 아파트',200,110
'201708','2102',' 봉림교 교통섬',2169,2072
'201708','2103',' 신림동 우방아파트',701,804
'201708','2105',' 미성동 신림체육센터',291,307
'201708','2106',' 난곡 새마을금고',272,430
'201708','2127',' 보성운수차고지 맞은편',128,119
'201708','2135',' 신림역 5번출구',932,906
'201708','2144',' 난우길입구',148,249
'201708','225',' 앙카라공원 앞',762,496
'201708','2153',' 서울남부초등학교 옆',165,180
'201708','2157',' 난곡 사거리',413,398
'201708','2104',' 사당역 5번출구',0,1
'201708','2107',' 도림천 신화교',1443,1559
'201708','2108',' 은천치안센터',680,645
'201708','2112',' 서울대입구역 마에스트로',0,11
'201708','2114',' 관악구 재활용센터',225,244
'201708','2116',' 에이스에이존빌딩',1060,1151
'201708','2122',' 낙성대로 입구',883,872
'201708','226',' 샛강역 1번출구 앞',1069,811
'201708','2128',' 관악구청교차로',0,1
'201708','2129',' 낙성대 과학전시관',352,252
'201708','2130',' 영어마을 관악캠프',294,205
'201708','2137',' KT&G 관악지점',350,350
'201708','2140',' 신림1교 교차로',462,428
'201708','2145',' 은천초등학교 육교',294,321
'201708','2009',' 보라매역 8번출구',454,422
'201708','2012',' 녹십초요양병원앞',11,7
'201708','2015',' 신대방삼거리역 6번출구쪽',597,731
'201708','2033',' 사당동 아르테스 웨딩앞',0,10
'201708','207',' 여의나루역 1번출구 앞',5580,5313
'201708','2041',' 사당중학교 버스정류소',9,13
'201708','2048',' 삼일초등학교 인근',210,144
'201708','2056',' 동작구민 체육센터',664,653
'201708','1207',' 마천CU우방점 앞',144,224
'201708','상암센터 정비실','상암센터 정비실',24,36
'201708','1214',' 오금역 7번 출구 인근',356,345
'201708','2201',' 본마을 정류소 앞',80,72
'201708','2202','청계산입구역 1번출구',607,681
'201708','2205',' 내곡3단지 어린이공원 앞',430,381
'201708','2206',' 언남초등학교 앞',536,536
'201708','2210',' 반포1동 주민센터 앞',4,3
'201708','2212','서초현대4차아파트 201동 맞은편',222,180
'201708','2213',' 고속터미널역 5번출구 앞',447,397
'201708','2214',' 신반포역 2번출구 앞',534,634
'201708','2217','아크로리버뷰 부지 앞',435,526
'201708','2219',"' 고속터미널역 8-1번, 8-2번 출구 사이'",1945,2054
'201708','2220',' 반포본동 주민센터 앞',567,630
'201708','2221','하나은행 방배동지점 앞',297,336
'201708','2222','사당역 12번출구 뒤',507,567
'201708','2223',' 방배래미안 정문 앞',133,111
'201708','2225','백석예술대학교 제3캠퍼스 앞',125,89
'201708','2226',' 신동아럭스빌아파트 앞',105,33
'201708','2227','방배열린문화센터 앞',428,458
'201708','2228','뒷벌공원 옆',419,491
'201708','2229','로고스교회 맞은 편',128,110
'201708','401',' 상암월드컵파크 10단지 앞',437,425
'201708','2230','이수역 4번 출구',830,803
'201708','2231',' 삼성타운(삼성생명) A동 맞은편',797,727
'201708','2233',' 서초신동아1차아파트 옆',276,191
'201708','2235','KT 서초지사 앞',186,137
'201708','2237','서울남부터미널 대합실 입구',381,320
'201708','2239','교대역 6번출구',479,399
'201708','2241','양재전화국 사거리',354,284
'201708','2242','양재역 11번 출구 앞',972,486
'201708','2243','서울가정법원',345,231
'201708','2244','교육개발원입구 교차로',769,711
'201708','402',' 상암월드컵파크 9단지 앞',575,528
'201708','2245','양재초등학교 맞은편',236,265
'201708','2247','섬들근린공원',445,540
'201708','2255','시민의숲역 1번출구 옆',990,1154
'201708','2256','양재동 꽃시장 입구',162,181
'201708','2257',' 하나로클럽 양재점 맞은편',36,39
'201708','2258','구룡사 삼거리',148,107
'201708','2262',' 한신16차아파트 119동 앞',1036,1205
'201708','2301',' 현대고등학교 건너편',972,1032
'201708','2343',' 세곡사거리 대왕파출소 앞',60,75
'201708','2344',' 리엔파크 2단지 앞',64,71
'201708','403',' 부엉이공원 앞',548,253
'201708','2259',' 잠원역 3번-4번 출구사이 ',478,466
'201708','2251',' 더케이호텔 입구(양재2) ',165,155
'201708','2337',' 대모산입구역 2번출구 앞',411,431
'201708','2309',' 청담역(우리들병원 앞)',384,252
'201708','2317',' 삼성도로공원',445,421
'201708','2311',' 학동로 래미안 아파트 앞',0,2
'201708','2302',' 교보타워 버스정류장(신논현역 3번출구 후면)',860,737
'201708','2303',' 논현역 7번출구',375,309
'201708','2304',' 신영 ROYAL PALACE 앞',309,127
'201708','2305',' MCM 본사 직영점 앞',324,267
'201708','2306',' 압구정역 2번 출구 옆',855,647
'201708','2307',' 압구정 한양 3차 아파트',570,563
'201708','2308',' 압구정파출소 앞',454,433
'201708','2310',' 청담동 맥도날드 옆(위치)',86,78
'201708','2312',' 청담역 13번 출구 앞',289,255
'201708','2313',' 금원빌딩 앞',450,422
'201708','2348',' 포스코사거리(기업은행)',341,290
'201708','2314',' 청담나들목입구',111,148
'201708','2315',' 봉은사역 5번출구 옆',243,205
'201708','106',' 합정역 7번출구 앞',2195,1935
'201708','405',' DMC빌 앞',413,565
'201708','2316',' 삼성역 8번출구',545,437
'201708','2318',' 삼성중앙역4번출구(문화센터더 리빌)',352,294
'201708','2319',' 포스코4거리 서측(수협 삼성동 지점)',296,266
'201708','2320',' 도곡역 대치지구대 방향',442,464
'201708','2321',' 학여울역 사거리',339,388
'201708','2322',' 삼성역 3번 출구',448,306
'201708','2323',' 주식회사 오뚜기 정문 앞',119,95
'201708','2324',' 천주교 대치 2동 교회 옆',312,282
'201708','2325',' 대치동 버거킹대치점',417,370
'201708','2326',' 대치동 삼성로',183,89
'201708','406',' 상암월드컵파크 7단지 앞',253,180
'201708','2327',' 뱅뱅사거리 랜드마크타워 앞',587,501
'201708','2328',' 르네상스 호텔 사거리 역삼지하보도 7번출구 앞',268,170
'201708','2329',' 르네상스호텔사거리 역삼지하보도 2번출구',357,226
'201708','2330',' 스타벅스 앞',367,308
'201708','2331',' 동영문화센터앞',320,226
'201708','2332',' 선릉역3번출구',589,528
'201708','2333',' 양재역 3번출구 주변',0,13
'201708','2334','삼호@ 2동 ( 간선도로)',183,146
'201708','2335',' 3호선 매봉역 3번출구앞',366,352
'201708','2336',' 강남세브란스교차로  래미안그레이튼 104동 앞',229,221
'201708','421',' 마포구청 앞',1582,1676
'201708','2339',' 현대아파트 정문 앞',254,305
'201708','2340',' 삼호물산버스정류장(23370) 옆',612,750
'201708','2341',' 일원역 4~5번 출구 사이',60,44
'201708','2342',' 대청역 1번출구  뒤',250,304
'201708','1106',' 신방화사거리',188,203
'201708','1302',' 한성대입구역6번출구 뒤',0,1
'201708','1304',' 만해공원',131,74
'201708','1308',' 안암로터리 버스정류장 앞',1588,1662
'201708','1110',' 공항중학교앞',134,160
'201708','1128',' 화곡역 6번출구',212,189
'201708','407',' 마포구 육아종합지원센터',543,504
'201708','1018',' 둔촌 주공 GS 맞은편',170,219
'201708','1103',' 방화역 4번출구앞',233,289
'201708','1117',' 스타벅스앞',407,405
'201708','1201',' 가락시장역 3번 출구',695,809
'201708','1212',' 송파역 2번 출구앞',415,478
'201708','408',' LG CNS앞',791,979
'201708','1231',' 잠실역 6번출구',908,843
'201708','1301',' 홍익중고 입구',0,2
'201708','1306',' 한성대입구역2번출구',999,1146
'201708','1317',' 정릉동 교통광장',58,49
'201708','1407',' 먹골역 1번출구 뒤',243,302
'201708','1414',' 사가정역 1번출구',211,239
'201708','420',' 서울시 공공자전거 상암센터',572,519
'201708','1416',' 상봉역 3번출구',275,285
'201708','1427',' 용마산역 1번출구',65,57
'201708','1428',' 원묵고등학교',332,217
'201708','1429',' 장안중학교',245,290
'201708','1430',' 중랑구청',286,274
'201708','1431',' 중랑구청 사거리',437,415
'201708','1433',' 중화역 2번출구',429,575
'201708','409',' 누리꿈스퀘어 옆',1346,1651
'201708','1510',' 번동주공5단지 관리사무소 앞',19,34
'201708','1511',' 번동 금호어울림아파트102동앞',78,113
'201708','1512',' 강북중학교 앞',269,338
'201708','1513',' 강북구청 뒷편',27,8
'201708','1522',' 월드전기조명인테리어(우이동)',79,73
'201708','1605',' 헬스케어',219,274
'201708','1620',' 중계동 노원구민체육센터 옆(중1-2)',245,266
'201708','1628',' 노일초등학교 앞',126,150
'201708','1630',' 수연빌딩 앞',72,65
'201708','419',' 홈플러스 앞',1911,1573
'201708','1936',' 개봉역 1번 출구 자전거보관서쪽',135,180
'201708','1941',' 오류동역 2번출구',93,139
'201708','1943',' 온수역 북측',61,116
'201708','1946',' 구로역 광장',481,415
'201708','1951',' 천왕이펜하우스 4단지 상가 앞',141,136
'201708','1952',' 천왕연지타운2단지 앞',129,114
'201708','1953',' 천왕역 4번출구 뒤',188,205
'201708','2003',' 사육신공원앞',825,881
'201708','2028',' 남성역 2번출구 뒷편',368,477
'201708','2263',' 바우뫼문화복지회관',321,331
'201708','410',' 상암중학교 옆',292,218
'201708','2249',' 우솔초등학교 맞은편',100,126
'201708','2250',' 서초유치원 맞은편',210,208
'201708','2109',' 은천로입구 가로공원',0,1
'201708','2115',' 관악농협농산물백화점',236,182
'201708','2119',' 중앙동 동진빌딩',232,236
'201708','2141',' 미림여고입구 교차로',1238,1261
'201708','2143',' 서울산업정보학교',105,103
'201708','2246',' 서울시 품질시험소 앞',127,140
'201708','418',' 월드컵경기장역 3번출구 옆',1405,1379
'201708','2252',' 하이브랜드 앞',585,523
'201708','1210',' 롯데월드타워(잠실역2번출구 쪽)',2014,1554
'201708','1218',' 방이역 4번출구',0,25
'201708','1226',' 잠실4동 주민센터 옆',533,577
'201708','1227',' 거여역 8번출구 뒤',143,181
'201708','1228',' 마천사거리 ',136,200
'201708','1230',' 송파중학교 정문',303,287
'201708','1239',' 문정 법조단지3',106,83
'201708','107',' 신한은행 서교동금융센터점 앞',1790,2063
'201708','411',' DMC홍보관',662,823
'201708','1240',' 문정 법조단지4',182,190
'201708','1241',' 문정 법조단지5',240,232
'201708','1242',' 문정 법조단지6',85,162
'201708','1244',' 문정 법조단지8',588,618
'201708','1245',' 문정 법조단지9',481,469
'201708','1246',' 문정 법조단지10',285,210
'201708','1247',' 문정 법조단지11',326,291
'201708','1249',' 아주중학교건너편',227,299
'201708','412',' DMC산학협력연구센터 앞',1081,1156
'201708','1411',' 상봉시장앞 교차로 한성빌딩 앞',84,95
'201708','1602',' 광운대역 앞',241,248
'201708','1625',' 상계역(4번출구)',355,378
'201708','1627',' 수락산역 4번출구',123,107
'201708','1706',' 기업은행 앞',240,307
'201708','1914',' 대림역4번출구',456,393
'201708','1925',' 동양미래대학교 정문 옆',661,727
'201708','413',' 상암월드컵파크 3단지 후문',574,369
'201708','1931',' 개봉역(북측광장)',265,310
'201708','2032',' 이수역 11번출구쪽',8,2
'201708','2034',' 사당역 7번출구쪽',414,497
'201708','2203',' 청계산입구역 2번출구',9,6
'201708','2207',' 내곡파출소 신축공사부지 뒤 정자',50,43
'201708','2211',' 서초구립반포도서관 앞',178,141
'201708','2215',' 반포종합운동장 입구',218,226
'201708','2248',' 서초리슈빌S 글로벌 앞',217,206
'201708','417',' DMC역 2번출구 옆',1159,798
'201708','1204',' 거여역 3번출구',219,262
'201708','1303',' 돈암초교 입구',970,1109
'201708','2026',' 흑석역 4번출구',555,618
'201708','1221',' 삼전사거리 포스코더샵',481,582
'201708','2113',' 관악동작견인차량보관소',461,395
'201708','2264',' 이수역 1번출구',414,426
'201708','1955',' 디지털입구 교차로',2,3
'201708','2351',' 청소년수련관(수영장)앞',0,3
'201708','446',' 상명대입구',283,363
'201708','447',' 신영동삼거리',174,147
'201708','414',' 상암동주민센터 옆',676,706
'201708','449',' 일성아파트',146,78
'201708','1440',' 하나은행 면목지점',78,112
'201708','389',' 을지로4가역 1번출구',335,299
'201708','390',' 충무로역 1번출구',494,385
'201708','826',' 서울역 서부교차로2',349,325
'201708','1305',' 성북구청',724,915
'201708','1501',"' 미아역 3번,4번 출구 사이'",176,159
'201708','2265',' 이수고가차도 남단',298,390
'201708','415',' DMC역 9번출구 앞',1721,1312
'201708','2110',' 조원동 미성아파트',8,4
'201708','2139',' 서울신성초등학교',29,29
'201708','2156',' 농협 관악문성지점',2,3
'201708','2356',' 강남구청',59,43
'201708','2355',' 삼성역 5~6번 출구 사이',14,9
'201708','2360',' 도곡1동 주민센터 교차로',56,47
'201708','2358',' 구룡초사거리 (현대아파트10동 앞 )',66,60
'201708','2359',"' 국립국악중,고교 정문 맞은편'",16,11
'201708','2349',' 역삼빌딩 앞(하나은행 옆)',28,23
'201708','416',' 상암월드컵파크 1단지 교차로',746,295
'201708','2350',' 래미안그레이튼102동앞',11,7
'201708','2347',' 두산건설 본사',6,1
'201708','2352',' 서울본부세관(건설회관 앞)',5,0
'201708','500',' 어린이대공원역 3번출구 앞',1598,1409
'201708','501',' 광진구의회 앞',2217,2253
'201708','502',' 뚝섬유원지역 1번출구 앞',3999,4449
'201709','108',' 서교동 사거리',1579,1608
'201709','503',' 더샵스타시티 C동 앞',1880,1641
'201709','504',' 신자초교입구교차로',1521,1650
'201709','505',' 자양사거리 광진아크로텔 앞',2253,2239
'201709','506',' 금호 어울림 아파트 앞',488,463
'201709','507',' 성수아이에스비즈타워 앞',837,812
'201709','508',' 성수아카데미타워 앞',973,750
'201709','509',' 이마트 버스정류소 옆',2284,2286
'201709','510',' 서울숲 남문 버스정류소 옆',1404,1483
'201709','511',' 서울숲역 4번 출구 옆',3306,3202
'201709','512',' 뚝섬역 1번 출구 옆',2352,2240
'201709','109',' 제일빌딩 앞',2024,1857
'201709','400',' 상암한화오벨리스크 1차 앞',984,984
